Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta
TRX-19280,PROD-3602,09/01/2026,12,1493.71,68.27,11,Devuelto,Medellín,WhatsApp
TRX-19281,PROD-1308,26/10/2025,5,693.4,17.64,12,En Camino,Medellín,App
TRX-19282,PROD-3194,18/09/2025,4,1806.65,54.36,14,Perdido,MED,App
TRX-19283,PROD-1876,19/06/2025,5,335.13,65.48,12,Retrasado,Bogotá,WhatsApp
TRX-19284,PROD-2177,03/11/2025,7,638.36,90.36,26,En Camino,BOG,App
TRX-19285,PROD-2086,24/01/2025,9,1002.55,31.59,28,Retrasado,Barranquilla,Online
TRX-19286,PROD-1194,23/03/2025,1,1553.94,80.45,29,Perdido,Barranquilla,Físico
TRX-19287,PROD-2217,03/10/2025,5,1500.11,80.98,1,Perdido,BOG,Físico
TRX-19288,PROD-3349,19/10/2025,3,429.33,,6,Retrasado,Bucaramanga,App
TRX-19289,PROD-2646,23/03/2025,3,297.03,17.16,27,Entregado,Medellín,Online
TRX-19290,PROD-1925,28/10/2024,11,614.9,6.64,11,,Cali,App
TRX-19291,PROD-3558,22/04/2025,2,972.67,60.23,11,Perdido,BOG,App
TRX-19292,PROD-1376,11/10/2025,6,1082.62,80.0,12,Devuelto,Bucaramanga,App
TRX-19293,PROD-3939,02/12/2025,14,863.98,57.67,1,,Medellín,App
TRX-19294,PROD-3368,03/02/2025,6,1329.55,82.27,20,Devuelto,Medellín,Físico
TRX-19295,PROD-1388,10/09/2025,3,860.84,64.12,20,Perdido,BOG,App
TRX-19296,PROD-3424,08/11/2025,1,1893.19,67.06,24,,Bucaramanga,App
TRX-19297,PROD-2379,19/03/2025,7,529.33,7.67,6,Retrasado,Barranquilla,App
TRX-19298,PROD-2119,07/03/2025,2,1258.47,13.42,29,Retrasado,Medellín,Físico
TRX-19299,PROD-1275,10/11/2025,8,1226.64,73.88,23,En Camino,MED,Online
TRX-19300,PROD-3320,29/01/2026,-5,570.33,,13,Retrasado,Bucaramanga,Online
TRX-19301,PROD-3175,26/01/2026,3,829.26,77.47,12,Entregado,Bogotá,Online
TRX-19302,PROD-2946,25/08/2025,1,737.29,56.51,10,Entregado,Ventas_Web,Online
TRX-19303,PROD-2749,17/08/2025,10,353.27,61.07,23,Devuelto,Bogotá,Online
TRX-19304,PROD-1859,11/01/2026,9,959.82,63.36,7,Perdido,Cali,WhatsApp
TRX-19305,PROD-2422,04/12/2025,5,779.46,14.97,10,Devuelto,BOG,App
TRX-19306,PROD-1314,15/08/2025,1,364.85,68.45,18,Perdido,BOG,App
TRX-19307,PROD-3668,07/11/2024,10,905.26,50.45,6,Devuelto,Barranquilla,Online
TRX-19308,PROD-2236,25/02/2025,11,849.47,62.24,24,Perdido,BOG,WhatsApp
TRX-19309,PROD-3067,28/10/2025,6,271.42,58.5,8,Perdido,Bucaramanga,Físico
TRX-19310,PROD-2228,23/01/2026,10,271.06,77.49,20,Devuelto,Barranquilla,WhatsApp
TRX-19311,PROD-2773,28/11/2025,3,1298.54,35.26,23,En Camino,Barranquilla,App
TRX-19312,PROD-3717,24/11/2025,11,1416.1,,9,Entregado,Bucaramanga,Online
TRX-19313,PROD-3211,16/05/2025,4,1882.95,40.48,16,Retrasado,Medellín,WhatsApp
TRX-19314,PROD-2283,04/08/2025,8,183.14,42.2,24,Entregado,Bogotá,Físico
TRX-19315,PROD-1819,21/11/2024,5,244.54,77.43,2,Retrasado,Cali,Online
TRX-19316,PROD-2697,27/09/2024,12,113.12,45.96,29,Perdido,Medellín,Físico
TRX-19317,PROD-2647,19/12/2025,6,1069.13,21.82,11,,Barranquilla,Online
TRX-19318,PROD-2029,28/12/2025,10,1249.27,98.39,24,Devuelto,Barranquilla,App
TRX-19319,PROD-3559,20/12/2025,4,813.01,51.87,19,Devuelto,Bucaramanga,Online
TRX-19320,PROD-3110,18/10/2025,6,1597.83,15.38,4,Retrasado,BOG,Online
TRX-19321,PROD-2856,22/03/2025,3,1376.53,68.68,3,Devuelto,Bogotá,Online
TRX-19322,PROD-3750,14/02/2025,10,1971.82,75.22,15,Devuelto,Bogotá,Online
TRX-19323,PROD-3242,03/08/2025,12,284.41,52.52,8,Devuelto,BOG,WhatsApp
TRX-19324,PROD-1739,14/06/2025,1,126.05,,4,Entregado,Cali,WhatsApp
TRX-19325,PROD-1076,03/05/2025,6,556.86,66.41,11,Devuelto,Ventas_Web,WhatsApp
TRX-19326,PROD-3571,02/11/2025,14,47.91,21.4,17,En Camino,Medellín,Online
TRX-19327,PROD-3880,20/07/2025,13,1865.9,39.95,9,Retrasado,MED,Físico
TRX-19328,PROD-3114,23/12/2025,1,614.86,20.37,25,Entregado,Cali,WhatsApp
TRX-19329,PROD-1764,09/12/2025,10,1109.34,41.79,1,Entregado,Barranquilla,App
TRX-19330,PROD-3362,24/08/2025,12,642.96,58.47,8,Perdido,MED,WhatsApp
TRX-19331,PROD-3044,19/01/2026,3,499.16,47.04,2,Perdido,Ventas_Web,WhatsApp
TRX-19332,PROD-1872,17/01/2026,12,313.21,61.36,23,Devuelto,Barranquilla,App
TRX-19333,PROD-3706,17/05/2025,8,647.53,52.67,13,Entregado,Bogotá,App
TRX-19334,PROD-2914,05/10/2024,7,1234.68,35.19,1,,Barranquilla,Físico
TRX-19335,PROD-2097,27/08/2025,8,1943.53,18.62,22,Entregado,Medellín,Online
TRX-19336,PROD-3612,17/06/2025,10,1120.6,,10,Devuelto,Ventas_Web,App
TRX-19337,PROD-3182,16/11/2025,10,1070.09,29.0,12,Retrasado,Medellín,Físico
TRX-19338,PROD-3516,15/06/2025,2,80.17,24.07,27,Entregado,Cali,Online
TRX-19339,PROD-2776,08/10/2024,10,1681.8,72.21,11,Perdido,MED,App
TRX-19340,PROD-3318,23/12/2024,7,99.23,82.9,10,Devuelto,Ventas_Web,Físico
TRX-19341,PROD-3976,28/05/2025,14,1813.4,73.44,14,Entregado,Medellín,Físico
TRX-19342,PROD-3567,11/10/2024,4,1081.96,66.15,14,,Ventas_Web,WhatsApp
TRX-19343,PROD-1245,17/09/2025,1,345.25,34.25,8,,Barranquilla,App
TRX-19344,PROD-3139,17/10/2025,11,908.9,72.54,11,Perdido,Bucaramanga,Online
TRX-19345,PROD-1821,15/10/2025,3,1990.02,62.48,22,En Camino,Ventas_Web,Físico
TRX-19346,PROD-2492,10/11/2025,5,617.11,9.45,9,Entregado,MED,WhatsApp
TRX-19347,PROD-2894,03/01/2025,14,546.22,91.22,15,,Bogotá,Físico
TRX-19348,PROD-1605,26/12/2024,10,244.83,,27,Devuelto,Bogotá,Online
TRX-19349,PROD-1984,26/11/2025,8,1198.31,12.6,1,Perdido,Bogotá,Físico
TRX-19350,PROD-1616,02/07/2025,2,187.56,52.76,25,Entregado,Bucaramanga,WhatsApp
TRX-19351,PROD-3807,25/11/2025,2,1534.36,53.74,19,Perdido,Barranquilla,Online
TRX-19352,PROD-2229,23/04/2025,8,1839.25,84.52,18,Devuelto,Medellín,App
TRX-19353,PROD-2783,29/10/2024,14,1864.42,91.74,12,Entregado,Barranquilla,WhatsApp
TRX-19354,PROD-2680,20/10/2025,9,224.75,94.27,8,,Cali,Online
TRX-19355,PROD-2305,22/11/2024,10,1120.94,59.12,26,Devuelto,Barranquilla,Físico
TRX-19356,PROD-1263,10/07/2025,13,203.25,69.51,5,Retrasado,Barranquilla,WhatsApp
TRX-19357,PROD-3596,19/09/2025,13,1148.31,13.41,13,Entregado,Bogotá,Online
TRX-19358,PROD-1833,22/07/2025,1,1631.81,51.35,17,Entregado,Barranquilla,Online
TRX-19359,PROD-2689,24/05/2025,14,1080.2,90.3,1,,BOG,WhatsApp
TRX-19360,PROD-2093,01/11/2025,2,1745.39,,2,Perdido,Bucaramanga,Online
TRX-19361,PROD-2175,28/10/2025,4,1605.33,48.29,7,Entregado,Bogotá,Online
TRX-19362,PROD-3646,30/07/2025,12,560.33,11.61,2,Retrasado,Cali,Físico
TRX-19363,PROD-1657,01/09/2025,3,1263.9,24.06,25,Perdido,BOG,App
TRX-19364,PROD-2050,08/09/2025,1,24.75,45.8,22,Perdido,BOG,App
TRX-19365,PROD-3813,28/09/2024,4,798.12,27.57,4,En Camino,Bucaramanga,WhatsApp
TRX-19366,PROD-3462,04/10/2025,11,483.54,42.27,28,Entregado,Bucaramanga,WhatsApp
TRX-19367,PROD-1967,15/11/2025,13,1874.86,36.63,13,En Camino,Cali,Online
TRX-19368,PROD-2662,25/07/2025,11,816.72,35.3,14,,Medellín,App
TRX-19369,PROD-1976,06/03/2025,2,1311.59,13.66,20,Retrasado,Barranquilla,Físico
TRX-19370,PROD-1465,05/10/2024,10,1466.64,88.86,3,Entregado,Barranquilla,Físico
TRX-19371,PROD-1614,17/10/2024,5,1548.69,70.81,9,En Camino,Medellín,App
TRX-19372,PROD-1786,04/05/2025,1,1474.19,,18,En Camino,BOG,WhatsApp
TRX-19373,PROD-1113,23/01/2025,14,585.44,64.22,25,Perdido,BOG,App
TRX-19374,PROD-2005,29/01/2025,8,1375.27,62.61,16,En Camino,MED,WhatsApp
TRX-19375,PROD-2271,24/07/2025,10,1102.53,42.67,19,En Camino,Cali,Físico
TRX-19376,PROD-2901,22/01/2025,2,1198.77,83.21,20,,MED,Online
TRX-19377,PROD-2988,27/10/2024,11,11.62,93.35,9,Entregado,MED,Online
TRX-19378,PROD-3293,14/12/2024,3,523.93,5.53,19,Entregado,BOG,Físico
TRX-19379,PROD-2786,28/07/2025,3,1862.06,12.52,6,Perdido,Medellín,App
TRX-19380,PROD-2728,02/12/2025,4,587.25,69.12,12,Entregado,Bogotá,App
TRX-19381,PROD-3649,23/03/2025,7,881.65,27.43,15,Retrasado,Bogotá,App
TRX-19382,PROD-1151,07/12/2024,13,381.48,91.61,21,Perdido,Bogotá,App
TRX-19383,PROD-1827,04/01/2025,9,285.82,68.4,6,Retrasado,Medellín,App
TRX-19384,PROD-1652,12/05/2025,3,425.25,,5,Entregado,Bucaramanga,WhatsApp
TRX-19385,PROD-2117,22/07/2025,1,1111.76,39.99,29,Entregado,Bogotá,App
TRX-19386,PROD-1558,04/11/2024,11,1838.87,44.45,14,Perdido,Medellín,App
TRX-19387,PROD-1119,31/10/2025,10,659.14,70.63,27,En Camino,Bogotá,App
TRX-19388,PROD-2058,13/11/2025,1,653.58,18.39,19,Devuelto,Bogotá,Online
TRX-19389,PROD-2137,24/12/2024,12,1132.64,88.92,18,Devuelto,Barranquilla,Online
TRX-19390,PROD-3697,13/02/2025,11,719.92,5.45,26,Entregado,Medellín,App
TRX-19391,PROD-3255,03/06/2025,6,1821.73,98.0,13,Retrasado,Barranquilla,App
TRX-19392,PROD-1720,09/12/2024,5,761.92,20.93,9,Perdido,Ventas_Web,WhatsApp
TRX-19393,PROD-3639,12/06/2025,10,985.98,75.5,20,En Camino,Cali,Online
TRX-19394,PROD-1172,01/12/2024,7,1071.44,8.79,26,,Bogotá,Físico
TRX-19395,PROD-3959,18/02/2025,7,1566.31,45.99,28,Entregado,MED,Online
TRX-19396,PROD-2990,11/07/2025,3,1132.17,,22,Retrasado,MED,App
TRX-19397,PROD-1081,24/04/2025,7,485.92,64.88,25,Entregado,Bogotá,Online
TRX-19398,PROD-1226,17/09/2025,9,256.73,11.67,21,,Ventas_Web,App
TRX-19399,PROD-1343,29/07/2025,8,1876.17,47.11,7,Devuelto,Barranquilla,Online
TRX-19400,PROD-2285,16/02/2025,-5,1605.11,33.8,999,Entregado,Ventas_Web,Online
TRX-19401,PROD-3464,17/10/2024,3,55.7,52.33,28,Retrasado,Ventas_Web,Online
TRX-19402,PROD-2220,11/08/2025,10,1644.84,52.93,21,Devuelto,MED,App
TRX-19403,PROD-1260,19/01/2026,5,1185.29,79.6,12,,Medellín,Físico
TRX-19404,PROD-2667,09/01/2025,13,1042.6,16.73,9,,Bucaramanga,App
TRX-19405,PROD-2488,22/03/2025,13,34.34,12.86,2,Entregado,MED,Físico
TRX-19406,PROD-3751,31/05/2025,14,1563.92,43.18,3,Devuelto,Bucaramanga,Físico
TRX-19407,PROD-3692,17/01/2026,8,404.15,89.31,5,,BOG,Físico
TRX-19408,PROD-1369,13/04/2025,2,1458.68,,18,Perdido,Cali,Físico
TRX-19409,PROD-2625,23/07/2025,14,41.58,86.25,28,Retrasado,Medellín,Físico
TRX-19410,PROD-3966,11/03/2025,14,1594.74,58.2,14,Retrasado,Medellín,WhatsApp
TRX-19411,PROD-1575,16/03/2025,7,55.85,89.43,22,Perdido,Barranquilla,Físico
TRX-19412,PROD-1966,04/09/2025,11,479.43,81.51,26,,Bogotá,WhatsApp
TRX-19413,PROD-1458,11/03/2025,10,543.87,31.4,19,,Bogotá,App
TRX-19414,PROD-3338,24/09/2024,10,323.44,21.16,21,Retrasado,BOG,App
TRX-19415,PROD-3049,03/02/2025,7,967.31,33.61,5,Retrasado,Medellín,WhatsApp
TRX-19416,PROD-1494,27/01/2025,11,574.54,26.58,10,Entregado,Bucaramanga,Online
TRX-19417,PROD-3137,07/11/2024,12,1986.64,64.16,16,En Camino,Cali,Físico
TRX-19418,PROD-3720,04/04/2025,14,1164.14,60.57,24,Entregado,BOG,WhatsApp
TRX-19419,PROD-3377,19/09/2025,13,1137.29,61.85,25,Perdido,Barranquilla,App
TRX-19420,PROD-3151,19/04/2025,8,449.53,,20,Perdido,Ventas_Web,App
TRX-19421,PROD-2031,15/07/2025,1,823.29,22.98,26,En Camino,Medellín,App
TRX-19422,PROD-3033,19/11/2024,8,256.72,80.23,1,Entregado,Cali,App
TRX-19423,PROD-1369,31/01/2026,14,1527.43,46.19,21,Entregado,Medellín,WhatsApp
TRX-19424,PROD-1975,09/12/2024,1,669.01,49.88,4,Entregado,Cali,Online
TRX-19425,PROD-3456,12/04/2025,3,1506.41,99.71,5,Devuelto,Cali,App
TRX-19426,PROD-1500,28/01/2026,9,749.68,31.82,11,,BOG,Online
TRX-19427,PROD-2283,08/07/2025,4,1977.63,42.44,14,Devuelto,MED,Físico
TRX-19428,PROD-2348,25/01/2026,10,350.53,69.26,25,Entregado,Bogotá,Online
TRX-19429,PROD-3393,23/11/2024,13,13.03,88.64,24,Devuelto,MED,App
TRX-19430,PROD-2597,17/06/2025,9,1193.7,17.04,27,Entregado,Barranquilla,WhatsApp
TRX-19431,PROD-1966,26/01/2025,1,1906.38,74.83,11,Perdido,Barranquilla,Físico
TRX-19432,PROD-2732,15/01/2026,8,1297.64,,27,Entregado,BOG,WhatsApp
TRX-19433,PROD-1892,10/11/2024,3,180.59,92.24,24,Devuelto,MED,WhatsApp
TRX-19434,PROD-1590,19/12/2024,11,1085.56,45.18,8,En Camino,BOG,Online
TRX-19435,PROD-1437,22/08/2025,7,1819.88,32.24,1,Perdido,Bogotá,Online
TRX-19436,PROD-1717,10/06/2025,2,22.95,69.39,28,Retrasado,Ventas_Web,Online
TRX-19437,PROD-1876,20/03/2025,13,342.16,28.38,7,En Camino,Ventas_Web,App
TRX-19438,PROD-2124,30/11/2024,7,1630.98,41.51,13,En Camino,Bucaramanga,Físico
TRX-19439,PROD-2800,24/09/2025,7,1788.88,90.21,20,,BOG,Online
TRX-19440,PROD-2672,12/11/2025,9,1417.25,61.08,6,Retrasado,Ventas_Web,App
TRX-19441,PROD-2041,28/01/2026,2,1983.2,14.02,4,Perdido,MED,WhatsApp
TRX-19442,PROD-3414,29/11/2025,8,189.53,36.32,12,,Barranquilla,Físico
TRX-19443,PROD-1229,16/01/2026,5,1095.9,64.59,5,Retrasado,Bogotá,WhatsApp
TRX-19444,PROD-3008,21/11/2024,10,1373.14,,5,Perdido,BOG,Online
TRX-19445,PROD-3185,21/07/2025,9,1408.26,50.74,17,Perdido,Cali,Físico
TRX-19446,PROD-2534,18/12/2025,8,1589.03,67.73,6,,Cali,App
TRX-19447,PROD-3865,29/05/2025,3,1836.08,77.34,10,Perdido,Ventas_Web,Físico
TRX-19448,PROD-1462,13/01/2026,3,729.67,50.66,16,En Camino,Barranquilla,Físico
TRX-19449,PROD-2296,10/03/2025,11,95.5,98.76,24,Perdido,Cali,Físico
TRX-19450,PROD-3235,31/12/2025,12,731.26,91.89,29,,Barranquilla,Online
TRX-19451,PROD-2735,17/12/2025,10,1346.51,10.69,21,Retrasado,BOG,WhatsApp
TRX-19452,PROD-2945,18/06/2025,8,434.78,30.31,14,En Camino,BOG,WhatsApp
TRX-19453,PROD-3796,21/09/2025,9,1621.85,33.55,10,Perdido,BOG,Online
TRX-19454,PROD-2009,12/01/2025,2,447.33,22.51,29,Devuelto,Medellín,Online
TRX-19455,PROD-2137,31/12/2024,3,30.03,34.64,28,Devuelto,Bogotá,WhatsApp
TRX-19456,PROD-1593,29/10/2025,14,1021.08,,22,Perdido,Bucaramanga,Online
TRX-19457,PROD-2486,25/04/2025,14,1455.66,45.36,21,Devuelto,BOG,Online
TRX-19458,PROD-2946,18/01/2026,8,705.81,9.9,17,Entregado,Barranquilla,Online
TRX-19459,PROD-3931,13/01/2025,2,1500.3,17.09,5,,Ventas_Web,Online
TRX-19460,PROD-2506,28/12/2024,8,882.42,14.14,2,En Camino,Bucaramanga,WhatsApp
TRX-19461,PROD-2262,26/07/2025,5,351.71,9.4,4,Entregado,BOG,App
TRX-19462,PROD-1086,18/01/2025,6,190.21,50.74,18,En Camino,Bogotá,App
TRX-19463,PROD-3643,28/10/2024,14,1424.07,36.71,8,Retrasado,MED,WhatsApp
TRX-19464,PROD-3481,25/08/2025,10,777.57,93.87,14,Devuelto,Ventas_Web,Físico
TRX-19465,PROD-1142,16/09/2025,12,1826.42,14.76,13,Devuelto,Bogotá,Físico
TRX-19466,PROD-3712,09/07/2025,4,1085.11,92.97,29,,Medellín,App
TRX-19467,PROD-1223,23/10/2025,3,703.38,13.22,7,Devuelto,Ventas_Web,WhatsApp
TRX-19468,PROD-3829,16/10/2025,8,704.49,,9,Perdido,Bogotá,App
TRX-19469,PROD-3750,23/07/2025,9,271.56,63.83,4,En Camino,Cali,Físico
TRX-19470,PROD-1981,17/09/2025,13,1191.64,28.53,5,Perdido,MED,App
TRX-19471,PROD-2036,04/09/2025,8,1168.51,83.55,15,Devuelto,Bucaramanga,App
TRX-19472,PROD-3263,24/01/2025,9,1601.99,10.84,9,Retrasado,Bogotá,App
TRX-19473,PROD-2575,01/11/2024,1,410.38,95.49,25,Devuelto,Bogotá,Físico
TRX-19474,PROD-2266,10/02/2025,5,588.67,9.49,18,,Bucaramanga,Físico
TRX-19475,PROD-3617,18/10/2024,12,203.5,27.91,28,Perdido,Bucaramanga,WhatsApp
TRX-19476,PROD-3869,11/02/2025,7,597.73,49.1,27,Devuelto,Medellín,Online
TRX-19477,PROD-2486,09/09/2025,8,861.92,76.83,14,Entregado,BOG,Físico
TRX-19478,PROD-3806,22/10/2025,14,1928.42,95.36,15,Entregado,Bogotá,Online
TRX-19479,PROD-1499,18/11/2025,11,1309.6,45.66,1,Perdido,Cali,App
TRX-19480,PROD-3190,24/08/2025,2,1567.92,,19,Entregado,Cali,Online
TRX-19481,PROD-1968,18/11/2024,12,657.76,76.94,26,En Camino,Medellín,WhatsApp
TRX-19482,PROD-2812,19/02/2025,11,297.58,74.08,1,,Ventas_Web,App
TRX-19483,PROD-2591,24/09/2025,14,520.87,59.26,6,En Camino,BOG,WhatsApp
TRX-19484,PROD-1032,27/10/2025,4,520.37,70.64,8,,Bogotá,Online
TRX-19485,PROD-2609,15/04/2025,7,1170.4,8.62,4,,Bucaramanga,App
TRX-19486,PROD-2046,07/12/2024,5,689.53,46.95,16,Perdido,Cali,Físico
TRX-19487,PROD-2232,01/01/2026,1,1716.22,79.66,11,Entregado,MED,Online
TRX-19488,PROD-1369,04/07/2025,13,1977.2,50.05,4,En Camino,MED,Online
TRX-19489,PROD-1964,20/04/2025,14,693.16,87.98,11,Entregado,Bogotá,App
TRX-19490,PROD-2218,29/01/2026,2,1413.07,84.2,10,Devuelto,BOG,App
TRX-19491,PROD-1861,13/10/2025,5,1318.4,87.03,17,,Medellín,WhatsApp
TRX-19492,PROD-1656,04/12/2025,6,396.98,,9,Entregado,Medellín,Físico
TRX-19493,PROD-2797,07/06/2025,1,1836.84,17.35,10,Entregado,Ventas_Web,Online
TRX-19494,PROD-3586,08/06/2025,12,406.89,28.19,8,Perdido,MED,Físico
TRX-19495,PROD-2299,12/01/2026,3,1476.54,7.81,14,Devuelto,Bucaramanga,Físico
TRX-19496,PROD-3639,25/03/2025,6,701.74,98.37,13,En Camino,Ventas_Web,Físico
TRX-19497,PROD-2664,16/08/2025,6,740.49,27.43,3,,Ventas_Web,App
TRX-19498,PROD-1138,03/10/2024,7,916.34,39.87,14,,Medellín,Físico
TRX-19499,PROD-2122,26/12/2025,10,1730.37,31.12,14,,Medellín,WhatsApp
TRX-19500,PROD-1328,01/03/2025,-5,289.1,8.78,3,En Camino,Medellín,Físico
TRX-19501,PROD-3013,09/06/2025,12,118.59,29.82,29,,Cali,App
TRX-19502,PROD-2929,20/10/2025,14,810.06,14.33,16,Entregado,Bucaramanga,App
TRX-19503,PROD-2691,19/12/2024,14,120.61,42.46,10,Retrasado,Bucaramanga,Físico
TRX-19504,PROD-2362,26/09/2025,3,1378.33,,4,Retrasado,BOG,WhatsApp
TRX-19505,PROD-3938,25/03/2025,1,1523.05,96.85,20,,Bucaramanga,Online
TRX-19506,PROD-2730,08/10/2024,13,1710.88,71.33,18,En Camino,Medellín,Online
TRX-19507,PROD-1411,31/12/2025,7,1490.25,72.16,4,Entregado,Medellín,WhatsApp
TRX-19508,PROD-1656,30/01/2026,12,1833.54,48.05,2,Entregado,MED,App
TRX-19509,PROD-3860,24/05/2025,11,1499.12,82.07,11,Devuelto,Cali,Físico
TRX-19510,PROD-2068,17/12/2024,3,1872.79,91.29,15,Perdido,Medellín,Online
TRX-19511,PROD-3073,09/04/2025,5,394.29,96.35,11,Retrasado,Cali,Online
TRX-19512,PROD-1271,02/10/2024,4,1004.73,14.4,23,,Ventas_Web,Físico
TRX-19513,PROD-2441,12/01/2026,12,1987.92,88.57,21,Entregado,Ventas_Web,Online
TRX-19514,PROD-2723,05/03/2025,1,1366.34,26.38,23,En Camino,BOG,Online
TRX-19515,PROD-3466,16/10/2024,12,1758.5,42.74,6,Retrasado,Bucaramanga,App
TRX-19516,PROD-3986,25/11/2024,7,70.48,,18,Perdido,Cali,Online
TRX-19517,PROD-3243,31/07/2025,14,1744.8,37.82,28,Entregado,Bogotá,Online
TRX-19518,PROD-2338,18/05/2025,13,1398.45,69.14,18,Retrasado,Barranquilla,App
TRX-19519,PROD-2856,28/12/2025,4,349.8,61.8,1,Entregado,BOG,Online
TRX-19520,PROD-3847,28/12/2025,1,61.11,15.36,13,,Medellín,App
TRX-19521,PROD-1112,02/09/2025,11,527.25,79.37,1,Perdido,Bucaramanga,Físico
TRX-19522,PROD-1213,18/05/2025,6,1832.39,46.77,13,Devuelto,Barranquilla,Online
TRX-19523,PROD-3627,14/10/2024,4,1339.58,5.21,21,Retrasado,MED,Online
TRX-19524,PROD-3627,21/03/2025,13,1839.74,44.38,5,Perdido,Barranquilla,WhatsApp
TRX-19525,PROD-1752,25/07/2025,4,897.84,54.05,23,Devuelto,Bucaramanga,WhatsApp
TRX-19526,PROD-3581,08/11/2024,2,1873.89,11.54,17,Devuelto,MED,WhatsApp
TRX-19527,PROD-2816,28/06/2025,1,931.29,19.36,16,Perdido,BOG,App
TRX-19528,PROD-3625,04/05/2025,3,416.47,,21,En Camino,Barranquilla,Online
TRX-19529,PROD-1557,28/04/2025,10,311.27,99.39,18,Perdido,Cali,Online
TRX-19530,PROD-1012,03/02/2026,5,1987.69,87.76,10,Entregado,BOG,WhatsApp
TRX-19531,PROD-2641,10/01/2026,12,674.39,17.67,17,En Camino,Bucaramanga,App
TRX-19532,PROD-1819,17/05/2025,9,328.51,60.13,7,Devuelto,Bucaramanga,WhatsApp
TRX-19533,PROD-3573,14/04/2025,14,26.73,41.03,15,Retrasado,MED,Online
TRX-19534,PROD-2251,27/08/2025,7,578.28,56.66,19,Devuelto,Cali,App
TRX-19535,PROD-2285,11/10/2024,4,1779.34,49.7,27,Retrasado,Bogotá,WhatsApp
TRX-19536,PROD-3358,21/03/2025,8,1072.68,9.57,9,Retrasado,Bogotá,Online
TRX-19537,PROD-1336,03/03/2025,12,1268.55,34.96,21,Perdido,Ventas_Web,WhatsApp
TRX-19538,PROD-1453,15/01/2026,4,1845.56,16.92,21,Perdido,Barranquilla,Físico
TRX-19539,PROD-1646,04/07/2025,6,1030.55,51.45,5,Devuelto,Bucaramanga,App
TRX-19540,PROD-2022,22/11/2024,12,1678.18,,25,Perdido,Cali,Físico
TRX-19541,PROD-3115,16/12/2024,1,654.43,91.2,29,Devuelto,MED,Físico
TRX-19542,PROD-3922,27/10/2024,14,1954.43,99.58,10,Perdido,BOG,App
TRX-19543,PROD-3659,25/01/2026,6,166.84,94.7,13,Perdido,Bucaramanga,Físico
TRX-19544,PROD-1532,27/09/2024,10,1452.41,98.64,1,Retrasado,BOG,WhatsApp
TRX-19545,PROD-3433,07/12/2024,5,1324.53,6.45,21,En Camino,MED,Online
TRX-19546,PROD-3808,02/06/2025,14,391.43,74.3,26,Perdido,MED,App
TRX-19547,PROD-2680,29/09/2024,2,783.8,30.93,6,,Cali,WhatsApp
TRX-19548,PROD-2308,10/03/2025,1,632.53,87.23,25,,BOG,Online
TRX-19549,PROD-2849,30/01/2025,13,198.04,82.3,3,,BOG,Físico
TRX-19550,PROD-2959,08/01/2026,6,1173.73,45.25,17,Perdido,Bogotá,App
TRX-19551,PROD-1546,07/02/2025,11,1987.4,49.96,12,Devuelto,Bogotá,Físico
TRX-19552,PROD-2067,15/09/2025,2,1123.58,,27,Retrasado,Barranquilla,Online
TRX-19553,PROD-1710,19/07/2025,9,1095.07,30.18,11,,MED,App
TRX-19554,PROD-3815,14/08/2025,9,90.22,32.44,8,Retrasado,BOG,WhatsApp
TRX-19555,PROD-3429,22/12/2024,1,287.05,98.21,25,En Camino,MED,Físico
TRX-19556,PROD-2341,04/03/2025,5,1031.31,89.44,12,En Camino,Cali,WhatsApp
TRX-19557,PROD-2154,06/08/2025,8,1970.51,23.23,11,En Camino,MED,WhatsApp
TRX-19558,PROD-1813,24/12/2025,4,1754.45,31.17,22,Perdido,Bogotá,WhatsApp
TRX-19559,PROD-1345,02/06/2025,3,687.02,15.32,5,Devuelto,BOG,App
TRX-19560,PROD-2697,11/04/2025,5,1090.58,98.94,28,,Medellín,Físico
TRX-19561,PROD-2505,12/10/2024,5,1109.88,91.18,8,Entregado,Ventas_Web,WhatsApp
TRX-19562,PROD-1745,09/05/2025,8,1373.87,57.45,12,,Bogotá,Online
TRX-19563,PROD-2611,04/03/2025,6,1378.69,70.82,22,,Bucaramanga,App
TRX-19564,PROD-2545,06/03/2025,2,1581.69,,6,Devuelto,MED,WhatsApp
TRX-19565,PROD-3336,12/05/2025,11,59.69,76.05,9,Retrasado,MED,WhatsApp
TRX-19566,PROD-1919,16/08/2025,1,1887.92,24.36,25,En Camino,MED,Físico
TRX-19567,PROD-1084,18/05/2025,13,149.42,93.79,17,Entregado,Cali,WhatsApp
TRX-19568,PROD-1094,20/01/2025,3,957.56,55.04,28,Retrasado,MED,WhatsApp
TRX-19569,PROD-3287,04/12/2025,2,1839.96,13.78,2,En Camino,Medellín,WhatsApp
TRX-19570,PROD-3650,08/09/2025,4,980.46,42.72,1,,MED,Físico
TRX-19571,PROD-3506,10/10/2025,3,136.64,62.16,18,Entregado,Bogotá,WhatsApp
TRX-19572,PROD-3566,26/09/2025,9,466.19,38.52,3,Devuelto,Bogotá,Online
