Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,Feedback_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Utilidad_Dolares,SKU_Prefijo
TRX-19417,PROD-3137,07/11/2024,12,1986.64,64.16,16.0,En Camino,Cali,Físico,No Definido,1184.0,1077.45,116.0,0.0,Norte,2025-07-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,10846.119999999999,PROD-31
TRX-19418,PROD-3720,04/04/2025,14,1164.14,60.57,24.0,Entregado,Bogotá,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5611.67,PROD-37
TRX-19419,PROD-3377,19/09/2025,13,1137.29,61.85,25.0,Perdido,Barranquilla,App,No Definido,1372.0,763.3,183.0,5.0,Sur,2024-09-21,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,4800.02,PROD-33
TRX-19420,PROD-3151,19/04/2025,8,449.53,52.36,20.0,Perdido,Ventas_Web,App,Smartphone,1655.0,1335.56,264.0,5.0,Norte,2025-03-16,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-7140.599999999999,PROD-31
TRX-19421,PROD-2031,15/07/2025,1,823.29,22.98,26.0,En Camino,Medellín,App,No Definido,644.0,914.27,119.0,5.0,Norte,2025-02-26,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-113.96000000000002,PROD-20
TRX-19422,PROD-3033,19/11/2024,8,256.72,80.23,1.0,Entregado,Cali,App,Tablets,707.0,184.88,211.0,5.0,Sur,2024-12-02,FB-8779,1.0,5.0,excelente,SIN RESPUESTA,No,73.0,-63.4,494.49000000000024,PROD-30
TRX-19422,PROD-3033,19/11/2024,8,256.72,80.23,1.0,Entregado,Cali,App,Tablets,707.0,184.88,211.0,5.0,Sur,2024-12-02,FB-9532,1.0,2.0,sin comentario,Maybe,Sí,81.0,53.4,494.49000000000024,PROD-30
TRX-19423,PROD-1369,31/01/2026,14,1527.43,46.19,21.0,Entregado,Medellín,WhatsApp,Smartphone,302.0,1180.3,237.0,30.0,Norte,2026-01-09,FB-9598,4.0,4.0,lento,SI,Sí,21.0,20.2,4813.63,PROD-13
TRX-19424,PROD-1975,09/12/2024,1,669.01,49.88,4.0,Entregado,Cali,Online,Tablets,987.0,791.11,222.0,10.0,Occidente,2024-10-11,FB-11123,3.0,1.0,excelente,SI,Sí,18.0,79.7,-171.98000000000002,PROD-19
TRX-19424,PROD-1975,09/12/2024,1,669.01,49.88,4.0,Entregado,Cali,Online,Tablets,987.0,791.11,222.0,10.0,Occidente,2024-10-11,FB-11957,2.0,5.0,sin comentario,Maybe,Sí,26.0,92.2,-171.98000000000002,PROD-19
TRX-19425,PROD-3456,12/04/2025,3,1506.41,99.71,5.0,Devuelto,Cali,App,Smartphone,730.0,574.42,215.0,0.0,Occidente,2024-08-17,FB-9698,2.0,5.0,precio justo,SI,Sí,45.0,84.6,2696.2600000000007,PROD-34
TRX-19426,PROD-1500,28/01/2026,9,749.68,31.82,11.0,No especificado,Bogotá,Online,Smartphone,987.0,850000.0,196.0,0.0,Zona_franca,2025-09-03,FB-11608,2.0,2.0,dañado,SI,Sí,61.0,-86.5,-7643284.7,PROD-15
TRX-19427,PROD-2283,08/07/2025,4,1977.63,42.44,14.0,Devuelto,Medellín,Físico,Laptop,1859.0,1437.85,181.0,30.0,Sur,2024-11-23,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2116.6800000000007,PROD-22
TRX-19428,PROD-2348,25/01/2026,10,350.53,69.26,25.0,Entregado,Bogotá,Online,No Definido,1038.0,920.85,239.0,10.0,Bod-ext-99,2026-01-11,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-5772.460000000001,PROD-23
TRX-19429,PROD-3393,23/11/2024,13,13.03,88.64,24.0,Devuelto,Medellín,App,Smartphone,136.0,849.98,152.0,10.0,Bod-ext-99,2025-06-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-10968.99,PROD-33
TRX-19430,PROD-2597,17/06/2025,9,1193.7,17.04,27.0,Entregado,Barranquilla,WhatsApp,Monitor,1574.0,309.79,288.0,30.0,Bod-ext-99,2024-11-30,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,7938.150000000001,PROD-25
TRX-19431,PROD-1966,26/01/2025,1,1906.38,74.83,11.0,Perdido,Barranquilla,Físico,Monitor,1552.0,1090.32,212.0,10.0,Sur,2024-05-28,FB-9445,5.0,4.0,precio justo,NO,No,63.0,-79.7,741.2300000000001,PROD-19
TRX-19432,PROD-2732,15/01/2026,8,1297.64,52.36,27.0,Entregado,Bogotá,WhatsApp,Smartphone,259.0,507.67,124.0,0.0,Norte,2024-06-30,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,6267.400000000001,PROD-27
TRX-19433,PROD-1892,10/11/2024,3,180.59,92.24,24.0,Devuelto,Medellín,WhatsApp,Laptop,11.0,354.05,124.0,3.0,Occidente,2024-06-07,FB-10940,3.0,3.0,dañado,SI,Sí,43.0,75.9,-612.6200000000001,PROD-18
TRX-19434,PROD-1590,19/12/2024,11,1085.56,45.18,8.0,En Camino,Bogotá,Online,Laptop,309.0,893.52,105.0,3.0,Sur,2024-05-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2067.2600000000007,PROD-15
TRX-19435,PROD-1437,22/08/2025,7,1819.88,32.24,1.0,Perdido,Bogotá,Online,No Definido,439.0,1061.86,201.0,3.0,Norte,2025-07-07,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5273.900000000001,PROD-14
TRX-19436,PROD-1717,10/06/2025,2,22.95,69.39,28.0,Retrasado,Ventas_Web,Online,Accesorio,689.0,406.48,215.0,0.0,Norte,2025-10-21,FB-9330,3.0,1.0,no volvería,SI,No,40.0,-74.8,-836.45,PROD-17
TRX-19437,PROD-1876,20/03/2025,13,342.16,28.38,7.0,En Camino,Ventas_Web,App,Tablets,728.0,466.47,164.0,30.0,Norte,2024-04-17,FB-11496,4.0,2.0,sin comentario,SI,No,78.0,-43.6,-1644.4100000000008,PROD-18
TRX-19437,PROD-1876,20/03/2025,13,342.16,28.38,7.0,En Camino,Ventas_Web,App,Tablets,728.0,466.47,164.0,30.0,Norte,2024-04-17,FB-11397,5.0,5.0,sin comentario,SI,No,26.0,-38.3,-1644.4100000000008,PROD-18
TRX-19438,PROD-2124,30/11/2024,7,1630.98,41.51,13.0,En Camino,Bucaramanga,Físico,Laptop,1467.0,1296.49,119.0,30.0,Norte,2024-03-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2299.92,PROD-21
TRX-19439,PROD-2800,24/09/2025,7,1788.88,90.21,20.0,No especificado,Bogotá,Online,Smartphone,987.0,1481.68,225.0,0.0,Norte,2024-06-06,FB-8800,1.0,3.0,dañado,NO,No,50.0,1.6,2060.1899999999996,PROD-28
TRX-19440,PROD-2672,12/11/2025,9,1417.25,61.08,6.0,Retrasado,Ventas_Web,App,No Definido,1988.0,1467.31,163.0,30.0,Bod-ext-99,2025-09-16,FB-10657,4.0,3.0,lento,NO,Sí,45.0,-63.8,-511.61999999999904,PROD-26
TRX-19441,PROD-2041,28/01/2026,2,1983.2,14.02,4.0,Perdido,Medellín,WhatsApp,Tablets,1298.0,1376.75,209.0,5.0,Occidente,2025-07-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1198.88,PROD-20
TRX-19442,PROD-3414,29/11/2025,8,189.53,36.32,12.0,No especificado,Barranquilla,Físico,Tablets,1707.0,1317.88,139.0,10.0,Zona_franca,2024-09-17,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-9063.12,PROD-34
TRX-19443,PROD-1229,16/01/2026,5,1095.9,64.59,5.0,Retrasado,Bogotá,WhatsApp,Monitor,1260.0,1450.33,111.0,3.0,Norte,2024-07-17,FB-10936,4.0,5.0,precio justo,SI,Sí,29.0,-33.8,-1836.7399999999996,PROD-12
TRX-19444,PROD-3008,21/11/2024,10,1373.14,52.36,5.0,Perdido,Bogotá,Online,Monitor,516.0,910.84,273.0,3.0,Bod-ext-99,2024-11-01,FB-9057,3.0,1.0,no volvería,Maybe,Sí,44.0,78.2,4570.640000000002,PROD-30
TRX-19445,PROD-3185,21/07/2025,9,1408.26,50.74,17.0,Perdido,Cali,Físico,Smartphone,1043.0,355.61,167.0,30.0,Sur,2024-04-18,FB-10451,3.0,3.0,no volvería,Maybe,No,59.0,46.9,9423.11,PROD-31
TRX-19446,PROD-2534,18/12/2025,8,1589.03,67.73,6.0,No especificado,Cali,App,Smartphone,1429.0,134.76,178.0,30.0,Zona_franca,2024-09-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,11566.43,PROD-25
TRX-19447,PROD-3865,29/05/2025,3,1836.08,77.34,10.0,Perdido,Ventas_Web,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3153.9599999999996,PROD-38
TRX-19448,PROD-1462,13/01/2026,3,729.67,50.66,16.0,En Camino,Barranquilla,Físico,Laptop,1083.0,632.94,138.0,3.0,Norte,2025-08-29,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,239.5299999999996,PROD-14
TRX-19449,PROD-2296,10/03/2025,11,95.5,98.76,24.0,Perdido,Cali,Físico,Smartphone,507.0,401.41,219.0,0.0,Norte,2025-10-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-3463.7700000000004,PROD-22
TRX-19450,PROD-3235,31/12/2025,12,731.26,91.89,29.0,No especificado,Barranquilla,Online,No Definido,32.0,208.75,284.0,0.0,Norte,2024-11-05,FB-10613,1.0,2.0,precio justo,Maybe,No,22.0,-51.1,6178.229999999999,PROD-32
TRX-19451,PROD-2735,17/12/2025,10,1346.51,10.69,21.0,Retrasado,Bogotá,WhatsApp,No Definido,1772.0,328.77,260.0,3.0,Norte,2025-12-24,FB-8080,4.0,3.0,precio justo,SIN RESPUESTA,Sí,58.0,-69.3,10166.710000000001,PROD-27
TRX-19452,PROD-2945,18/06/2025,8,434.78,30.31,14.0,En Camino,Bogotá,WhatsApp,No Definido,1523.0,1147.14,279.0,5.0,Norte,2024-04-03,FB-9355,3.0,2.0,sin comentario,SIN RESPUESTA,Sí,22.0,76.4,-5729.190000000001,PROD-29
TRX-19452,PROD-2945,18/06/2025,8,434.78,30.31,14.0,En Camino,Bogotá,WhatsApp,No Definido,1523.0,1147.14,279.0,5.0,Norte,2024-04-03,FB-10721,3.0,3.0,sin comentario,Maybe,Sí,47.0,-37.3,-5729.190000000001,PROD-29
TRX-19453,PROD-3796,21/09/2025,9,1621.85,33.55,10.0,Perdido,Bogotá,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,7732.28,PROD-37
TRX-19454,PROD-2009,12/01/2025,2,447.33,22.51,29.0,Devuelto,Medellín,Online,No Definido,1481.0,688.96,131.0,5.0,Norte,2024-06-09,FB-9556,2.0,1.0,no volvería,SIN RESPUESTA,No,40.0,-5.8,-505.7700000000001,PROD-20
TRX-19455,PROD-2137,31/12/2024,3,30.03,34.64,28.0,Devuelto,Bogotá,WhatsApp,Tablets,808.0,596.73,290.0,0.0,Norte,2024-04-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1734.7400000000002,PROD-21
TRX-19456,PROD-1593,29/10/2025,14,1021.08,52.36,22.0,Perdido,Bucaramanga,Online,Accesorio,1777.0,233.89,188.0,5.0,Norte,2024-08-23,FB-9434,3.0,1.0,excelente,Maybe,Sí,58.0,63.5,10968.3,PROD-15
TRX-19457,PROD-2486,25/04/2025,14,1455.66,45.36,21.0,Devuelto,Bogotá,Online,Smartphone,1722.0,869.85,143.0,5.0,Occidente,2025-11-26,FB-11066,1.0,2.0,excelente,Maybe,No,58.0,-22.9,8155.980000000002,PROD-24
TRX-19458,PROD-2946,18/01/2026,8,705.81,9.9,17.0,Entregado,Barranquilla,Online,Laptop,224.0,894.53,166.0,30.0,Zona_franca,2025-12-22,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1519.6600000000003,PROD-29
TRX-19459,PROD-3931,13/01/2025,2,1500.3,17.09,5.0,No especificado,Ventas_Web,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1465.55,PROD-39
TRX-19460,PROD-2506,28/12/2024,8,882.42,14.14,2.0,En Camino,Bucaramanga,WhatsApp,No Definido,1955.0,1066.17,208.0,5.0,Bod-ext-99,2025-11-19,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1484.140000000001,PROD-25
TRX-19461,PROD-2262,26/07/2025,5,351.71,9.4,4.0,Entregado,Bogotá,App,Smartphone,332.0,1125.36,197.0,0.0,Bod-ext-99,2025-11-19,FB-8696,5.0,2.0,sin comentario,SI,No,54.0,-22.2,-3877.649999999999,PROD-22
TRX-19462,PROD-1086,18/01/2025,6,190.21,50.74,18.0,En Camino,Bogotá,App,Laptop,699.0,1358.5,147.0,30.0,Sur,2025-07-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-7060.48,PROD-10
TRX-19463,PROD-3643,28/10/2024,14,1424.07,36.71,8.0,Retrasado,Medellín,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11220,2.0,3.0,sin comentario,SI,Sí,64.0,-30.9,9274.55,PROD-36
TRX-19464,PROD-3481,25/08/2025,10,777.57,93.87,14.0,Devuelto,Ventas_Web,Físico,Monitor,1667.0,640.74,218.0,0.0,Zona_franca,2025-07-25,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1274.4300000000012,PROD-34
TRX-19465,PROD-1142,16/09/2025,12,1826.42,14.76,13.0,Devuelto,Bogotá,Físico,Accesorio,453.0,749.09,131.0,5.0,Sur,2024-03-18,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,12913.2,PROD-11
TRX-19466,PROD-3712,09/07/2025,4,1085.11,92.97,29.0,No especificado,Medellín,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1211.5499999999995,PROD-37
TRX-19467,PROD-1223,23/10/2025,3,703.38,13.22,7.0,Devuelto,Ventas_Web,WhatsApp,Accesorio,936.0,880.91,203.0,0.0,Bod-ext-99,2025-04-19,FB-10208,1.0,4.0,dañado,SIN RESPUESTA,No,63.0,45.9,-545.8100000000002,PROD-12
TRX-19467,PROD-1223,23/10/2025,3,703.38,13.22,7.0,Devuelto,Ventas_Web,WhatsApp,Accesorio,936.0,880.91,203.0,0.0,Bod-ext-99,2025-04-19,FB-10242,5.0,3.0,no volvería,NO,Sí,36.0,-8.7,-545.8100000000002,PROD-12
TRX-19467,PROD-1223,23/10/2025,3,703.38,13.22,7.0,Devuelto,Ventas_Web,WhatsApp,Accesorio,936.0,880.91,203.0,0.0,Bod-ext-99,2025-04-19,FB-10706,1.0,5.0,dañado,NO,Sí,26.0,-61.5,-545.8100000000002,PROD-12
TRX-19467,PROD-1223,23/10/2025,3,703.38,13.22,7.0,Devuelto,Ventas_Web,WhatsApp,Accesorio,936.0,880.91,203.0,0.0,Bod-ext-99,2025-04-19,FB-10135,3.0,1.0,dañado,SIN RESPUESTA,No,45.0,-18.1,-545.8100000000002,PROD-12
TRX-19468,PROD-3829,16/10/2025,8,704.49,52.36,9.0,Perdido,Bogotá,App,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11014,4.0,2.0,precio justo,NO,Sí,27.0,58.9,-488.2800000000001,PROD-38
TRX-19469,PROD-3750,23/07/2025,9,271.56,63.83,4.0,En Camino,Cali,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-4450.61,PROD-37
TRX-19470,PROD-1981,17/09/2025,13,1191.64,28.53,5.0,Perdido,Medellín,App,No Definido,1088.0,202.83,248.0,30.0,Zona_franca,2025-01-29,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,12826.000000000002,PROD-19
TRX-19471,PROD-2036,04/09/2025,8,1168.51,83.55,15.0,Devuelto,Bucaramanga,App,No Definido,443.0,129.36,277.0,0.0,Norte,2024-10-26,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,8229.650000000001,PROD-20
TRX-19472,PROD-3263,24/01/2025,9,1601.99,10.84,9.0,Retrasado,Bogotá,App,Tablets,1824.0,1036.36,268.0,3.0,Bod-ext-99,2025-07-21,FB-11314,1.0,4.0,no volvería,NO,No,65.0,-49.5,5079.83,PROD-32
TRX-19473,PROD-2575,01/11/2024,1,410.38,95.49,25.0,Devuelto,Bogotá,Físico,Smartphone,987.0,345.79,167.0,0.0,Zona_franca,2025-06-05,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-30.90000000000002,PROD-25
TRX-19474,PROD-2266,10/02/2025,5,588.67,9.49,18.0,No especificado,Bucaramanga,Físico,Smartphone,88.0,124.33,154.0,10.0,Zona_franca,2024-11-14,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2312.21,PROD-22
TRX-19475,PROD-3617,18/10/2024,12,203.5,27.91,28.0,Perdido,Bucaramanga,WhatsApp,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-9146,1.0,5.0,sin comentario,SIN RESPUESTA,No,37.0,97.4,-6693.67,PROD-36
TRX-19476,PROD-3869,11/02/2025,7,597.73,49.1,27.0,Devuelto,Medellín,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-8469,2.0,1.0,excelente,NO,Sí,61.0,31.0,-1177.85,PROD-38
TRX-19476,PROD-3869,11/02/2025,7,597.73,49.1,27.0,Devuelto,Medellín,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-10599,4.0,1.0,excelente,Maybe,Sí,39.0,-85.0,-1177.85,PROD-38
TRX-19477,PROD-2486,09/09/2025,8,861.92,76.83,14.0,Entregado,Bogotá,Físico,Smartphone,1722.0,869.85,143.0,5.0,Occidente,2025-11-26,FB-10581,2.0,3.0,lento,SIN RESPUESTA,Sí,38.0,45.5,-140.2700000000005,PROD-24
TRX-19478,PROD-3806,22/10/2025,14,1928.42,95.36,15.0,Entregado,Bogotá,Online,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,16276.8,PROD-38
TRX-19479,PROD-1499,18/11/2025,11,1309.6,45.66,1.0,Perdido,Cali,App,Accesorio,832.0,243.15,179.0,5.0,Norte,2025-08-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,11685.289999999999,PROD-14
TRX-19480,PROD-3190,24/08/2025,2,1567.92,52.36,19.0,Entregado,Cali,Online,Tablets,1787.0,424.54,158.0,10.0,Bod-ext-99,2025-08-20,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2234.4,PROD-31
TRX-19481,PROD-1968,18/11/2024,12,657.76,76.94,26.0,En Camino,Medellín,WhatsApp,Laptop,1894.0,1281.19,240.0,10.0,Norte,2024-05-09,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-7558.1,PROD-19
TRX-19482,PROD-2812,19/02/2025,11,297.58,74.08,1.0,No especificado,Ventas_Web,App,Smartphone,449.0,1339.05,145.0,0.0,Occidente,2025-03-06,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-11530.25,PROD-28
TRX-19483,PROD-2591,24/09/2025,14,520.87,59.26,6.0,En Camino,Bogotá,WhatsApp,Smartphone,1840.0,290.97,198.0,5.0,Occidente,2025-09-02,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,3159.3399999999997,PROD-25
TRX-19484,PROD-1032,27/10/2025,4,520.37,70.64,8.0,No especificado,Bogotá,Online,Accesorio,1526.0,164.46,222.0,5.0,Sur,2025-08-13,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1352.9999999999998,PROD-10
TRX-19485,PROD-2609,15/04/2025,7,1170.4,8.62,4.0,No especificado,Bucaramanga,App,Smartphone,568.0,1173.0,155.0,3.0,Zona_franca,2024-12-28,FB-8372,5.0,3.0,sin comentario,SIN RESPUESTA,No,80.0,-15.3,-26.819999999998906,PROD-26
TRX-19486,PROD-2046,07/12/2024,5,689.53,46.95,16.0,Perdido,Cali,Físico,Smartphone,1878.0,148.03,288.0,30.0,Norte,2024-09-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2660.5499999999997,PROD-20
TRX-19487,PROD-2232,01/01/2026,1,1716.22,79.66,11.0,Entregado,Medellín,Online,Monitor,312.0,589.52,114.0,30.0,Norte,2025-11-27,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1047.04,PROD-22
TRX-19488,PROD-1369,04/07/2025,13,1977.2,50.05,4.0,En Camino,Medellín,Online,Smartphone,302.0,1180.3,237.0,30.0,Norte,2026-01-09,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,10309.650000000003,PROD-13
TRX-19489,PROD-1964,20/04/2025,14,693.16,87.98,11.0,Entregado,Bogotá,App,Smartphone,804.0,294.84,206.0,0.0,Sur,2024-12-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,5488.500000000001,PROD-19
TRX-19490,PROD-2218,29/01/2026,2,1413.07,84.2,10.0,Devuelto,Bogotá,App,Monitor,1365.0,496.13,111.0,0.0,Norte,2025-08-12,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1749.6799999999998,PROD-22
TRX-19491,PROD-1861,13/10/2025,5,1318.4,87.03,17.0,No especificado,Medellín,WhatsApp,Laptop,731.0,70.1,231.0,5.0,Sur,2025-01-04,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,6154.47,PROD-18
TRX-19492,PROD-1656,04/12/2025,6,396.98,52.36,9.0,Entregado,Medellín,Físico,Smartphone,1254.0,120.13,142.0,5.0,Zona_franca,2025-09-11,FB-10758,1.0,4.0,lento,SIN RESPUESTA,No,73.0,-86.0,1608.7400000000002,PROD-16
TRX-19493,PROD-2797,07/06/2025,1,1836.84,17.35,10.0,Entregado,Ventas_Web,Online,Tablets,1805.0,697.17,187.0,5.0,Sur,2025-06-04,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1122.3200000000002,PROD-27
TRX-19494,PROD-3586,08/06/2025,12,406.89,28.19,8.0,Perdido,Medellín,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,FB-11243,5.0,3.0,excelente,Maybe,Sí,57.0,45.5,-4253.2699999999995,PROD-35
TRX-19495,PROD-2299,12/01/2026,3,1476.54,7.81,14.0,Devuelto,Bucaramanga,Físico,Tablets,832.0,848.46,210.0,3.0,Norte,2025-05-19,FB-8095,1.0,5.0,no volvería,Maybe,No,36.0,-28.2,1876.4299999999998,PROD-22
TRX-19495,PROD-2299,12/01/2026,3,1476.54,7.81,14.0,Devuelto,Bucaramanga,Físico,Tablets,832.0,848.46,210.0,3.0,Norte,2025-05-19,FB-11850,3.0,2.0,sin comentario,NO,Sí,20.0,78.3,1876.4299999999998,PROD-22
TRX-19496,PROD-3639,25/03/2025,6,701.74,98.37,13.0,En Camino,Ventas_Web,Físico,Otro/Desconocido,0.0,758.98,0.0,0.0,BODEGA_DESCONOCIDA,1900-01-01,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-441.8099999999996,PROD-36
TRX-19497,PROD-2664,16/08/2025,6,740.49,27.43,3.0,No especificado,Ventas_Web,App,Smartphone,1910.0,1054.72,230.0,5.0,Occidente,2025-09-07,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-1912.8099999999993,PROD-26
TRX-19498,PROD-1138,03/10/2024,7,916.34,39.87,14.0,No especificado,Medellín,Físico,Smartphone,1801.0,525.86,254.0,5.0,Norte,2025-02-23,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2693.4900000000002,PROD-11
TRX-19499,PROD-2122,26/12/2025,10,1730.37,31.12,14.0,No especificado,Medellín,WhatsApp,Smartphone,346.0,1435.4,128.0,30.0,Zona_franca,2024-04-16,FB-10805,4.0,3.0,precio justo,Maybe,Sí,42.0,-83.7,2918.579999999997,PROD-21
TRX-19500,PROD-1328,01/03/2025,0,289.1,8.78,3.0,En Camino,Medellín,Físico,No Definido,1606.0,330.48,118.0,10.0,Zona_franca,2024-05-31,FB-11874,1.0,2.0,lento,Maybe,No,18.0,-9.5,-8.78,PROD-13
TRX-19501,PROD-3013,09/06/2025,12,118.59,29.82,29.0,No especificado,Cali,App,No Definido,263.0,1476.93,284.0,5.0,Occidente,2025-06-19,FB-8667,5.0,5.0,dañado,NO,No,59.0,-12.4,-16329.9,PROD-30
TRX-19502,PROD-2929,20/10/2025,14,810.06,14.33,16.0,Entregado,Bucaramanga,App,Smartphone,1339.0,660.89,102.0,10.0,Norte,2025-01-10,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,2074.050000000001,PROD-29
TRX-19503,PROD-2691,19/12/2024,14,120.61,42.46,10.0,Retrasado,Bucaramanga,Físico,Laptop,1932.0,885.91,173.0,5.0,Bod-ext-99,2025-01-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,-10756.66,PROD-26
TRX-19504,PROD-2362,26/09/2025,3,1378.33,52.36,4.0,Retrasado,Bogotá,WhatsApp,Laptop,363.0,816.55,289.0,0.0,Norte,2024-08-28,No Encuestado,0.0,0.0,Sin Registro,Sin Registro,Sin Registro,50.0,0.0,1632.9800000000002,PROD-23
