SKU_ID,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision
PROD-2052,Smartphones,677.0,555.81,210,Inmediato,Occidente,2024-05-05
PROD-2053,smart-phone,981.0,593.5,211,25-30 días,Norte,2024-03-19
PROD-2054,Laptops,292.0,950.93,202,10,norte,2025-04-12
PROD-2055,Monitores,1397.0,1092.14,244,Inmediato,Norte,2024-11-23
PROD-2056,???,476.0,210.38,118,25-30 días,Sur,2025-05-02
PROD-2057,smart-phone,1846.0,101.61,278,25-30 días,BOD-EXT-99,2024-06-23
PROD-2058,LAPTOP,608.0,1491.78,169,3,Norte,2025-03-30
PROD-2059,Accesorios,769.0,387.46,162,nan,Sur,2025-01-21
PROD-2060,Laptops,355.0,128.05,174,5,Occidente,2025-08-27
PROD-2061,Monitores,1523.0,325.32,257,Inmediato,Norte,2025-07-12
PROD-2062,smart-phone,1761.0,106.49,252,Inmediato,Norte,2024-04-11
PROD-2063,Monitores,454.0,618.13,203,Inmediato,ZONA_FRANCA,2025-11-18
PROD-2064,LAPTOP,128.0,1213.48,174,25-30 días,BOD-EXT-99,2025-01-17
PROD-2065,Smartphones,81.0,544.8,227,3,BOD-EXT-99,2025-04-03
PROD-2066,Monitores,1796.0,694.07,298,25-30 días,Occidente,2025-12-01
PROD-2067,smart-phone,1428.0,1029.6,253,25-30 días,ZONA_FRANCA,2024-07-11
PROD-2068,Monitores,721.0,787.9,155,nan,Sur,2025-10-16
PROD-2069,Monitores,1379.0,1299.1,121,10,Sur,2025-07-29
PROD-2070,Monitores,528.0,1305.75,188,3,Occidente,2025-06-17
PROD-2071,Tablets,1465.0,64.37,118,Inmediato,BOD-EXT-99,2025-12-15
PROD-2072,Tablets,143.0,1178.17,258,5,Sur,2025-05-09
PROD-2073,Smartphones,1957.0,718.06,125,Inmediato,Occidente,2025-05-23
PROD-2074,Laptops,1135.0,1483.82,269,25-30 días,Sur,2025-11-06
PROD-2075,Monitores,,750.69,268,3,norte,2025-08-04
PROD-2076,LAPTOP,1334.0,1481.0,122,3,Norte,2026-01-07
PROD-2077,Laptops,1742.0,1144.13,146,3,BOD-EXT-99,2025-01-09
PROD-2078,LAPTOP,1060.0,410.48,112,10,norte,2025-06-24
PROD-2079,Laptops,1886.0,830.67,165,Inmediato,Occidente,2024-12-31
PROD-2080,Smartphones,729.0,1488.6,293,10,Occidente,2024-09-08
PROD-2081,Monitores,211.0,1293.42,243,nan,norte,2024-07-20
PROD-2082,Monitores,679.0,191.18,172,5,Norte,2024-11-18
PROD-2083,Accesorios,232.0,1074.24,255,nan,Norte,2025-08-10
PROD-2084,LAPTOP,1440.0,551.09,176,25-30 días,ZONA_FRANCA,2025-03-27
PROD-2085,Laptops,311.0,60.12,262,10,Sur,2025-05-03
PROD-2086,Laptops,390.0,635.05,268,10,ZONA_FRANCA,2025-12-28
PROD-2087,???,1594.0,390.39,130,nan,Norte,2025-06-29
PROD-2088,???,816.0,1237.36,184,25-30 días,norte,2024-03-31
PROD-2089,Tablets,1397.0,539.13,259,3,Sur,2024-12-20
PROD-2090,Accesorios,91.0,1249.91,281,25-30 días,norte,2024-08-31
PROD-2091,smart-phone,1264.0,50.87,299,Inmediato,ZONA_FRANCA,2025-05-08
PROD-2092,???,1405.0,496.34,158,nan,Occidente,2024-05-04
PROD-2093,smart-phone,1825.0,399.69,140,25-30 días,norte,2024-10-14
PROD-2094,Tablets,1797.0,388.67,211,3,ZONA_FRANCA,2025-03-13
PROD-2095,Tablets,1662.0,148.87,293,25-30 días,ZONA_FRANCA,2025-02-10
PROD-2096,Tablets,650.0,321.33,195,10,ZONA_FRANCA,2025-11-03
PROD-2097,LAPTOP,947.0,855.55,281,5,Occidente,2025-12-21
PROD-2098,LAPTOP,1275.0,472.47,267,10,Occidente,2025-02-01
PROD-2099,Smartphones,830.0,655.22,221,5,Occidente,2024-04-01
PROD-2100,Smartphones,,596.46,255,25-30 días,Sur,2025-07-14
PROD-2101,Tablets,1163.0,1320.06,264,Inmediato,Occidente,2025-01-31
PROD-2102,Accesorios,1109.0,1362.68,204,25-30 días,Occidente,2025-04-19
PROD-2103,Laptops,504.0,764.79,292,3,Occidente,2024-06-08
PROD-2104,LAPTOP,353.0,528.73,173,25-30 días,norte,2024-10-08
PROD-2105,Accesorios,841.0,204.86,282,5,Occidente,2024-05-05
PROD-2106,Monitores,551.0,1432.43,231,10,Sur,2024-09-18
PROD-2107,LAPTOP,1780.0,137.33,198,Inmediato,ZONA_FRANCA,2024-05-04
PROD-2108,LAPTOP,290.0,481.59,225,25-30 días,norte,2025-12-11
PROD-2109,Smartphones,1918.0,482.2,237,25-30 días,Norte,2025-10-21
PROD-2110,Laptops,653.0,514.58,274,10,Occidente,2025-02-05
PROD-2111,Laptops,267.0,288.22,174,Inmediato,ZONA_FRANCA,2024-12-04
PROD-2112,???,1336.0,1185.58,113,nan,ZONA_FRANCA,2024-03-04
PROD-2113,smart-phone,1750.0,227.62,137,25-30 días,norte,2025-07-11
PROD-2114,smart-phone,1317.0,970.61,239,25-30 días,Norte,2026-01-18
PROD-2115,smart-phone,1522.0,229.58,144,nan,BOD-EXT-99,2024-05-26
PROD-2116,smart-phone,766.0,152.28,244,5,Sur,2024-05-13
PROD-2117,Monitores,502.0,1368.67,262,5,BOD-EXT-99,2024-10-19
PROD-2118,Monitores,805.0,325.69,293,3,ZONA_FRANCA,2024-10-23
PROD-2119,LAPTOP,1762.0,1240.81,174,10,BOD-EXT-99,2025-04-03
PROD-2120,Tablets,132.0,839.71,268,Inmediato,ZONA_FRANCA,2024-06-06
PROD-2121,Smartphones,1524.0,162.89,294,25-30 días,BOD-EXT-99,2024-12-01
PROD-2122,Smartphones,346.0,1435.4,128,25-30 días,ZONA_FRANCA,2024-04-16
PROD-2123,smart-phone,1677.0,408.09,117,3,ZONA_FRANCA,2025-10-14
PROD-2124,LAPTOP,1467.0,1296.49,119,25-30 días,norte,2024-03-28
PROD-2125,???,,294.77,113,10,Norte,2024-07-16
PROD-2126,Accesorios,856.0,1288.22,261,3,ZONA_FRANCA,2024-09-04
PROD-2127,Tablets,1306.0,69.18,276,10,Sur,2025-11-25
PROD-2128,LAPTOP,-50.0,792.08,153,3,Sur,2025-05-31
PROD-2129,Tablets,-32.0,1165.69,130,25-30 días,Occidente,2025-01-08
PROD-2130,Tablets,533.0,1405.45,157,3,ZONA_FRANCA,2024-04-22
PROD-2131,Tablets,405.0,1368.34,203,5,ZONA_FRANCA,2025-03-30
PROD-2132,LAPTOP,1986.0,1238.46,269,Inmediato,ZONA_FRANCA,2025-02-14
PROD-2133,smart-phone,1082.0,1337.88,285,25-30 días,BOD-EXT-99,2025-11-27
PROD-2134,Smartphones,1902.0,338.87,227,nan,ZONA_FRANCA,2024-10-29
PROD-2135,Smartphones,937.0,462.07,257,Inmediato,ZONA_FRANCA,2025-02-19
PROD-2136,smart-phone,469.0,469.0,124,25-30 días,Sur,2025-03-13
PROD-2137,Tablets,808.0,596.73,290,Inmediato,Norte,2024-04-05
PROD-2138,Accesorios,123.0,620.31,118,5,Norte,2024-06-12
PROD-2139,Laptops,1316.0,839.61,299,Inmediato,Occidente,2025-12-30
PROD-2140,LAPTOP,676.0,281.83,235,3,Sur,2025-11-25
PROD-2141,Laptops,1660.0,1052.31,102,Inmediato,ZONA_FRANCA,2025-07-29
PROD-2142,???,1825.0,292.97,294,25-30 días,Norte,2025-07-24
PROD-2143,smart-phone,1631.0,499.95,185,nan,norte,2025-07-03
PROD-2144,Accesorios,1297.0,779.85,244,nan,norte,2024-06-11
PROD-2145,LAPTOP,939.0,1204.84,241,10,norte,2024-11-30
PROD-2146,smart-phone,369.0,1122.23,108,Inmediato,ZONA_FRANCA,2025-02-15
PROD-2147,Tablets,543.0,986.02,289,nan,ZONA_FRANCA,2025-10-16
PROD-2148,Smartphones,1724.0,275.87,193,Inmediato,Occidente,2025-06-06
PROD-2149,Laptops,885.0,843.22,248,nan,Occidente,2025-06-30
PROD-2150,Monitores,,176.8,264,Inmediato,Occidente,2025-08-08
PROD-2151,Monitores,1057.0,597.18,238,25-30 días,BOD-EXT-99,2024-07-16
PROD-2152,Accesorios,1086.0,649.6,119,Inmediato,norte,2025-03-08
PROD-2153,Tablets,281.0,107.73,134,25-30 días,ZONA_FRANCA,2024-07-20
PROD-2154,???,1743.0,447.28,152,25-30 días,norte,2024-05-16
PROD-2155,Laptops,908.0,1435.69,274,10,Occidente,2024-11-08
PROD-2156,Tablets,54.0,1432.77,209,nan,ZONA_FRANCA,2024-06-04
PROD-2157,Laptops,151.0,560.87,279,3,Sur,2024-11-11
PROD-2158,Accesorios,1792.0,112.5,235,25-30 días,Norte,2024-08-13
PROD-2159,Accesorios,1816.0,309.69,103,nan,Norte,2024-04-28
PROD-2160,???,1946.0,618.72,254,5,Occidente,2025-08-06
PROD-2161,Monitores,1239.0,1424.28,271,Inmediato,norte,2025-01-02
PROD-2162,Tablets,859.0,254.74,267,5,Sur,2025-09-09
PROD-2163,LAPTOP,159.0,1157.1,201,Inmediato,ZONA_FRANCA,2025-07-18
PROD-2164,Monitores,512.0,207.59,146,10,norte,2025-11-09
PROD-2165,Tablets,1513.0,1472.82,193,25-30 días,Occidente,2024-04-03
PROD-2166,Monitores,720.0,603.34,271,3,norte,2025-11-08
PROD-2167,LAPTOP,578.0,1174.09,147,25-30 días,Occidente,2024-11-01
PROD-2168,Smartphones,1578.0,546.76,190,Inmediato,BOD-EXT-99,2024-10-13
PROD-2169,Smartphones,1651.0,960.12,279,3,Norte,2025-05-24
PROD-2170,???,336.0,328.42,183,25-30 días,Norte,2025-11-21
PROD-2171,Smartphones,1885.0,261.73,167,3,norte,2025-06-23
PROD-2172,Smartphones,1054.0,1410.19,238,Inmediato,Sur,2025-05-01
PROD-2173,smart-phone,217.0,1380.59,224,10,ZONA_FRANCA,2025-05-31
PROD-2174,Laptops,1806.0,1336.83,172,10,Occidente,2025-02-25
PROD-2175,smart-phone,,956.88,103,25-30 días,ZONA_FRANCA,2024-07-08
PROD-2176,smart-phone,1948.0,1221.99,175,5,Norte,2024-10-18
PROD-2177,???,1330.0,150.1,172,Inmediato,Sur,2024-11-04
PROD-2178,smart-phone,1186.0,535.44,176,25-30 días,Sur,2026-01-25
PROD-2179,Smartphones,523.0,504.87,147,25-30 días,ZONA_FRANCA,2025-07-28
PROD-2180,LAPTOP,-2.0,971.69,253,10,Norte,2026-01-28
PROD-2181,???,1100.0,566.14,201,3,ZONA_FRANCA,2024-04-27
PROD-2182,???,172.0,265.33,205,Inmediato,norte,2025-09-29
PROD-2183,Accesorios,1381.0,914.88,176,3,Sur,2026-01-17
PROD-2184,???,1478.0,1230.86,138,nan,Sur,2024-08-25
PROD-2185,Accesorios,1769.0,604.08,157,nan,norte,2024-05-12
PROD-2186,???,1411.0,241.79,118,Inmediato,Norte,2025-06-06
PROD-2187,Laptops,1080.0,335.2,187,5,Sur,2025-02-06
PROD-2188,Smartphones,1631.0,394.35,212,nan,BOD-EXT-99,2024-09-01
PROD-2189,???,324.0,484.85,176,10,BOD-EXT-99,2025-03-18
PROD-2190,Smartphones,1971.0,982.05,176,5,BOD-EXT-99,2025-06-15
PROD-2191,Smartphones,1003.0,921.37,285,25-30 días,Occidente,2026-01-02
PROD-2192,Monitores,1839.0,1059.32,127,nan,Occidente,2024-08-16
PROD-2193,???,1773.0,575.63,165,10,Norte,2025-08-29
PROD-2194,Tablets,1424.0,1244.8,109,25-30 días,norte,2024-05-12
PROD-2195,Monitores,1129.0,345.93,225,5,ZONA_FRANCA,2024-12-29
PROD-2196,Tablets,1014.0,730.11,157,Inmediato,Norte,2025-02-20
PROD-2197,Smartphones,309.0,1211.36,241,25-30 días,ZONA_FRANCA,2025-07-21
PROD-2198,Smartphones,1991.0,311.23,224,3,Norte,2025-08-17
PROD-2199,Monitores,1091.0,209.3,211,Inmediato,Occidente,2025-01-20
PROD-2200,Monitores,,1331.34,183,Inmediato,BOD-EXT-99,2024-09-30
PROD-2201,Tablets,1585.0,547.25,242,5,norte,2025-02-04
PROD-2202,Accesorios,1353.0,1041.61,195,5,Occidente,2024-10-07
PROD-2203,Tablets,1893.0,86.76,132,10,norte,2025-06-02
PROD-2204,Monitores,628.0,1050.57,244,10,ZONA_FRANCA,2024-06-30
PROD-2205,LAPTOP,-44.0,508.35,251,3,Norte,2024-06-04
PROD-2206,Monitores,1541.0,130.82,257,Inmediato,Sur,2024-06-22
PROD-2207,LAPTOP,782.0,934.23,289,3,Sur,2025-08-14
PROD-2208,Laptops,1760.0,399.17,240,3,norte,2024-09-06
PROD-2209,Monitores,863.0,610.87,289,5,BOD-EXT-99,2024-12-22
PROD-2210,Laptops,1961.0,166.84,146,3,BOD-EXT-99,2024-07-07
PROD-2211,Accesorios,1392.0,263.39,211,3,norte,2025-07-09
PROD-2212,Tablets,1400.0,482.07,243,25-30 días,Occidente,2025-08-31
PROD-2213,LAPTOP,1452.0,180.15,293,10,Sur,2025-12-15
PROD-2214,Tablets,75.0,1370.7,142,10,Occidente,2024-04-23
PROD-2215,Laptops,766.0,58.77,107,Inmediato,ZONA_FRANCA,2026-01-31
PROD-2216,LAPTOP,1779.0,751.6,102,10,Sur,2024-12-21
PROD-2217,Tablets,525.0,228.71,224,nan,ZONA_FRANCA,2025-10-17
PROD-2218,Monitores,1365.0,496.13,111,Inmediato,Norte,2025-08-12
PROD-2219,Smartphones,879.0,1392.79,183,25-30 días,Occidente,2024-09-13
PROD-2220,Laptops,1413.0,284.46,115,10,norte,2025-09-24
PROD-2221,Tablets,782.0,1450.46,177,25-30 días,Sur,2024-12-30
PROD-2222,Laptops,1004.0,348.4,158,10,Occidente,2025-04-13
PROD-2223,smart-phone,1598.0,1125.27,276,10,norte,2024-07-29
PROD-2224,Laptops,1850.0,842.68,162,25-30 días,Norte,2024-11-11
PROD-2225,LAPTOP,,1332.49,289,3,Sur,2026-01-16
PROD-2226,smart-phone,1407.0,853.29,148,3,ZONA_FRANCA,2024-05-03
PROD-2227,???,1349.0,825.11,150,3,Norte,2025-02-17
PROD-2228,LAPTOP,392.0,333.41,132,nan,BOD-EXT-99,2025-07-13
PROD-2229,Smartphones,506.0,291.03,129,3,norte,2025-09-20
PROD-2230,smart-phone,1128.0,1378.91,286,10,Sur,2024-08-24
PROD-2231,???,1987.0,525.37,175,5,Sur,2024-09-11
PROD-2232,Monitores,312.0,589.52,114,25-30 días,Norte,2025-11-27
PROD-2233,Laptops,1207.0,1151.74,181,5,Sur,2024-10-09
PROD-2234,Tablets,1791.0,541.29,191,nan,norte,2024-10-30
PROD-2235,Accesorios,1800.0,1430.49,122,5,Norte,2025-02-24
PROD-2236,Laptops,860.0,1120.0,193,Inmediato,ZONA_FRANCA,2024-05-16
PROD-2237,???,194.0,916.27,144,3,Norte,2025-08-26
PROD-2238,Laptops,491.0,1327.3,161,nan,Norte,2025-08-24
PROD-2239,Smartphones,1522.0,121.93,298,10,ZONA_FRANCA,2025-05-23
PROD-2240,Monitores,73.0,422.74,114,3,BOD-EXT-99,2024-08-23
PROD-2241,Accesorios,1681.0,724.3,145,3,norte,2024-08-01
PROD-2242,smart-phone,735.0,379.12,163,5,BOD-EXT-99,2025-08-30
PROD-2243,smart-phone,1993.0,1128.66,273,Inmediato,BOD-EXT-99,2024-10-03
PROD-2244,smart-phone,746.0,1382.85,283,3,BOD-EXT-99,2024-11-26
PROD-2245,???,26.0,664.47,271,25-30 días,Occidente,2026-01-05
PROD-2246,LAPTOP,8.0,546.09,174,25-30 días,BOD-EXT-99,2026-01-20
PROD-2247,LAPTOP,1473.0,1444.25,256,3,Occidente,2025-11-26
PROD-2248,Tablets,1886.0,695.04,289,5,ZONA_FRANCA,2024-08-08
PROD-2249,Accesorios,1251.0,759.12,151,5,norte,2025-10-28
PROD-2250,smart-phone,,559.89,281,10,BOD-EXT-99,2025-07-01
PROD-2251,LAPTOP,17.0,1368.85,187,nan,Sur,2025-07-22
PROD-2252,???,1882.0,874.99,156,nan,ZONA_FRANCA,2024-04-25
PROD-2253,Tablets,314.0,1155.15,182,nan,Occidente,2025-04-17
PROD-2254,Monitores,770.0,1227.12,165,Inmediato,norte,2024-08-06
PROD-2255,Tablets,1352.0,545.68,249,5,Norte,2025-12-24
PROD-2256,LAPTOP,896.0,678.86,119,10,norte,2025-07-10
PROD-2257,Smartphones,1527.0,1280.28,132,25-30 días,norte,2024-07-26
PROD-2258,???,1327.0,576.72,171,nan,BOD-EXT-99,2024-10-05
PROD-2259,Smartphones,1389.0,1201.21,124,25-30 días,BOD-EXT-99,2025-03-01
PROD-2260,smart-phone,711.0,1414.44,145,25-30 días,Occidente,2024-09-23
PROD-2261,Smartphones,290.0,953.66,172,3,Occidente,2025-05-28
PROD-2262,smart-phone,332.0,1125.36,197,Inmediato,BOD-EXT-99,2025-11-19
PROD-2263,smart-phone,953.0,1217.39,156,10,BOD-EXT-99,2025-01-24
PROD-2264,LAPTOP,1506.0,1275.31,186,Inmediato,Sur,2025-09-16
PROD-2265,Smartphones,249.0,622.83,232,3,Sur,2024-11-01
PROD-2266,smart-phone,88.0,124.33,154,10,ZONA_FRANCA,2024-11-14
PROD-2267,Accesorios,308.0,632.72,160,10,BOD-EXT-99,2025-02-13
PROD-2268,Monitores,785.0,1026.95,188,5,Norte,2024-12-17
PROD-2269,Tablets,1472.0,703.01,107,Inmediato,Sur,2024-03-25
PROD-2270,Tablets,1577.0,1136.0,115,Inmediato,Occidente,2024-08-12
PROD-2271,LAPTOP,1932.0,567.62,275,5,norte,2024-11-05
PROD-2272,Smartphones,1253.0,970.38,215,25-30 días,ZONA_FRANCA,2024-12-09
PROD-2273,Smartphones,858.0,320.31,160,3,Sur,2024-11-08
PROD-2274,smart-phone,1084.0,1136.59,114,Inmediato,norte,2024-06-26
PROD-2275,???,,841.26,292,5,norte,2025-10-09
PROD-2276,Laptops,945.0,345.89,249,10,Sur,2025-12-12
PROD-2277,smart-phone,1187.0,473.27,230,nan,Norte,2025-01-28
PROD-2278,Monitores,1734.0,1135.48,201,5,Norte,2024-03-20
PROD-2279,Accesorios,114.0,749.77,153,nan,ZONA_FRANCA,2024-09-04
PROD-2280,Tablets,948.0,363.25,113,25-30 días,Norte,2025-07-06
PROD-2281,smart-phone,1257.0,1452.54,135,3,ZONA_FRANCA,2024-05-15
PROD-2282,Laptops,606.0,1086.93,204,nan,Occidente,2024-03-24
PROD-2283,Laptops,1859.0,1437.85,181,25-30 días,Sur,2024-11-23
PROD-2284,smart-phone,1996.0,669.3,166,nan,norte,2025-06-19
PROD-2285,LAPTOP,1090.0,738.9,109,10,ZONA_FRANCA,2024-04-09
PROD-2286,Tablets,1839.0,1352.04,148,10,Norte,2025-05-09
PROD-2287,LAPTOP,216.0,811.32,210,10,ZONA_FRANCA,2025-10-08
PROD-2288,Accesorios,1795.0,1075.55,164,10,BOD-EXT-99,2024-06-11
PROD-2289,Laptops,1658.0,415.65,156,5,ZONA_FRANCA,2025-02-06
PROD-2290,Laptops,1460.0,697.75,126,10,Norte,2025-03-09
PROD-2291,Monitores,425.0,229.0,212,10,BOD-EXT-99,2025-12-23
PROD-2292,Accesorios,926.0,348.67,232,5,BOD-EXT-99,2025-08-03
PROD-2293,Laptops,1157.0,51.37,170,10,Norte,2024-09-29
PROD-2294,Accesorios,993.0,106.93,182,25-30 días,BOD-EXT-99,2025-07-07
PROD-2295,Tablets,1910.0,1467.06,156,25-30 días,Sur,2025-05-04
PROD-2296,Smartphones,507.0,401.41,219,Inmediato,norte,2025-10-05
PROD-2297,Laptops,967.0,1011.8,192,25-30 días,Sur,2025-01-15
PROD-2298,Monitores,1555.0,1266.69,114,3,Sur,2024-08-14
PROD-2299,Tablets,832.0,848.46,210,3,Norte,2025-05-19
PROD-2300,smart-phone,,272.06,200,3,Norte,2024-10-06
PROD-2301,Accesorios,615.0,1105.77,218,5,norte,2024-09-10
PROD-2302,smart-phone,1721.0,920.36,175,25-30 días,ZONA_FRANCA,2025-11-01
PROD-2303,LAPTOP,813.0,1110.31,257,3,Sur,2025-08-24
PROD-2304,Tablets,531.0,1166.13,119,Inmediato,BOD-EXT-99,2025-09-05
PROD-2305,smart-phone,644.0,1464.35,264,5,norte,2025-10-07
PROD-2306,???,1201.0,881.67,230,Inmediato,Sur,2024-10-31
PROD-2307,???,1560.0,545.38,172,25-30 días,ZONA_FRANCA,2024-07-16
PROD-2308,Laptops,1189.0,990.27,221,10,BOD-EXT-99,2025-12-18
PROD-2309,Accesorios,348.0,149.24,140,Inmediato,Sur,2025-06-12
PROD-2310,Smartphones,1896.0,1351.23,266,10,Occidente,2025-01-22
PROD-2311,Tablets,664.0,223.1,253,5,norte,2024-08-03
PROD-2312,Laptops,653.0,525.37,229,Inmediato,Norte,2025-07-19
PROD-2313,Monitores,1664.0,1232.83,122,Inmediato,Sur,2026-01-07
PROD-2314,LAPTOP,1922.0,916.1,122,nan,BOD-EXT-99,2025-01-02
PROD-2315,Accesorios,31.0,620.77,243,5,BOD-EXT-99,2025-12-27
PROD-2316,Tablets,553.0,736.48,108,5,norte,2024-10-15
PROD-2317,???,1920.0,1289.09,112,3,norte,2025-06-23
PROD-2318,Tablets,1660.0,543.01,255,25-30 días,BOD-EXT-99,2024-08-20
PROD-2319,Smartphones,1996.0,1310.99,254,Inmediato,BOD-EXT-99,2025-07-28
PROD-2320,???,852.0,177.79,150,Inmediato,BOD-EXT-99,2024-12-26
PROD-2321,Smartphones,314.0,1176.36,163,5,Sur,2025-05-20
PROD-2322,Monitores,112.0,1278.94,151,5,BOD-EXT-99,2024-04-18
PROD-2323,LAPTOP,1813.0,313.64,137,25-30 días,Norte,2025-09-18
PROD-2324,Monitores,65.0,674.0,199,5,BOD-EXT-99,2024-06-20
PROD-2325,Laptops,,289.97,292,10,Norte,2024-11-14
PROD-2326,Laptops,830.0,1074.58,245,10,Sur,2024-12-10
PROD-2327,Monitores,789.0,826.25,290,nan,norte,2025-04-15
PROD-2328,LAPTOP,1296.0,971.22,150,10,Norte,2024-07-07
PROD-2329,Monitores,986.0,334.91,236,10,Sur,2025-09-25
PROD-2330,LAPTOP,892.0,357.03,240,25-30 días,BOD-EXT-99,2025-02-25
PROD-2331,LAPTOP,1674.0,110.17,267,Inmediato,Sur,2025-05-20
PROD-2332,smart-phone,1087.0,517.0,154,10,BOD-EXT-99,2024-07-15
PROD-2333,???,-29.0,861.63,208,nan,Sur,2024-03-16
PROD-2334,Accesorios,1699.0,1294.01,270,5,norte,2025-10-24
PROD-2335,LAPTOP,632.0,1017.04,143,10,Norte,2025-12-24
PROD-2336,Smartphones,1783.0,681.32,209,nan,norte,2025-05-14
PROD-2337,LAPTOP,75.0,1432.02,295,25-30 días,Occidente,2025-09-04
PROD-2338,LAPTOP,226.0,1092.91,260,5,BOD-EXT-99,2024-05-09
PROD-2339,LAPTOP,1949.0,1398.74,251,nan,Norte,2024-03-13
PROD-2340,smart-phone,1177.0,815.0,263,10,norte,2025-03-08
PROD-2341,???,645.0,425.41,227,Inmediato,Norte,2025-10-04
PROD-2342,smart-phone,1259.0,126.6,204,5,Occidente,2024-06-27
PROD-2343,Laptops,6.0,1102.82,109,5,ZONA_FRANCA,2025-06-27
PROD-2344,smart-phone,-32.0,225.89,199,Inmediato,BOD-EXT-99,2025-10-01
PROD-2345,Smartphones,62.0,489.02,247,5,BOD-EXT-99,2025-06-02
PROD-2346,Smartphones,491.0,822.08,208,10,Sur,2024-06-24
PROD-2347,smart-phone,528.0,868.4,207,5,BOD-EXT-99,2024-09-01
PROD-2348,???,1038.0,920.85,239,10,BOD-EXT-99,2026-01-11
PROD-2349,Monitores,-26.0,291.07,289,Inmediato,norte,2025-07-26
PROD-2350,Accesorios,,600.62,245,3,BOD-EXT-99,2025-06-21
PROD-2351,???,1522.0,944.93,193,Inmediato,BOD-EXT-99,2024-05-27
PROD-2352,smart-phone,1998.0,1456.24,162,10,Occidente,2024-10-23
PROD-2353,LAPTOP,1522.0,1105.07,183,25-30 días,Occidente,2025-10-25
PROD-2354,Tablets,90.0,1387.78,124,Inmediato,Norte,2025-02-03
PROD-2355,Accesorios,1717.0,1155.21,111,25-30 días,Norte,2025-11-10
PROD-2356,Accesorios,597.0,907.99,248,25-30 días,BOD-EXT-99,2024-03-10
PROD-2357,Smartphones,150.0,328.43,124,10,BOD-EXT-99,2024-04-08
PROD-2358,Accesorios,206.0,1016.69,110,10,Sur,2025-12-07
PROD-2359,smart-phone,496.0,953.9,163,3,Norte,2026-01-10
PROD-2360,LAPTOP,751.0,923.58,225,nan,norte,2024-07-01
PROD-2361,LAPTOP,891.0,760.19,149,5,BOD-EXT-99,2025-07-31
PROD-2362,Laptops,363.0,816.55,289,Inmediato,norte,2024-08-28
PROD-2363,LAPTOP,1964.0,534.94,188,10,BOD-EXT-99,2024-07-03
PROD-2364,???,1331.0,803.0,198,Inmediato,norte,2025-05-13
PROD-2365,LAPTOP,1048.0,336.46,215,nan,ZONA_FRANCA,2025-06-21
PROD-2366,Smartphones,859.0,1217.5,195,nan,norte,2024-05-07
PROD-2367,LAPTOP,137.0,319.38,276,25-30 días,Norte,2025-12-25
PROD-2368,Laptops,1965.0,173.2,113,5,BOD-EXT-99,2025-10-01
PROD-2369,Tablets,1263.0,682.56,100,3,Norte,2025-08-29
PROD-2370,smart-phone,1096.0,1004.55,124,Inmediato,norte,2025-04-06
PROD-2371,Smartphones,307.0,684.69,286,5,Occidente,2025-11-26
PROD-2372,???,1501.0,451.29,171,3,Occidente,2024-04-27
PROD-2373,Tablets,1039.0,859.35,168,Inmediato,Occidente,2025-01-03
PROD-2374,Smartphones,1630.0,553.15,232,5,BOD-EXT-99,2024-04-20
PROD-2375,Monitores,,1402.66,204,10,Sur,2024-06-17
PROD-2376,Accesorios,111.0,1387.84,246,Inmediato,ZONA_FRANCA,2024-07-11
PROD-2377,Monitores,399.0,778.44,122,5,norte,2024-04-11
PROD-2378,LAPTOP,1447.0,525.43,108,nan,Sur,2024-12-23
PROD-2379,Tablets,986.0,1118.84,217,3,Occidente,2024-11-09
PROD-2380,LAPTOP,1900.0,103.23,193,5,norte,2025-09-23
PROD-2381,Accesorios,1263.0,738.42,277,10,Sur,2025-11-24
PROD-2382,Smartphones,1188.0,537.67,243,Inmediato,Norte,2025-02-21
PROD-2383,Accesorios,923.0,1384.78,132,Inmediato,Occidente,2025-03-18
PROD-2384,Laptops,581.0,67.4,229,Inmediato,Sur,2025-08-08
PROD-2385,Accesorios,1540.0,851.58,113,10,BOD-EXT-99,2024-06-27
PROD-2386,Laptops,1000.0,1123.96,100,3,Norte,2024-08-21
PROD-2387,Accesorios,1538.0,753.28,189,Inmediato,Occidente,2025-08-25
PROD-2388,smart-phone,1643.0,173.83,285,3,ZONA_FRANCA,2024-06-29
PROD-2389,Laptops,386.0,1460.07,188,5,Occidente,2024-05-17
PROD-2390,Tablets,1506.0,801.12,243,nan,BOD-EXT-99,2024-08-17
PROD-2391,LAPTOP,1026.0,940.57,189,nan,ZONA_FRANCA,2025-09-19
PROD-2392,???,1254.0,393.08,274,3,ZONA_FRANCA,2025-10-13
PROD-2393,LAPTOP,132.0,751.07,271,3,ZONA_FRANCA,2025-04-24
PROD-2394,Monitores,1419.0,672.27,113,nan,norte,2024-08-30
PROD-2395,LAPTOP,1429.0,158.6,251,Inmediato,norte,2025-07-22
PROD-2396,Smartphones,1539.0,203.93,210,25-30 días,ZONA_FRANCA,2025-12-16
PROD-2397,smart-phone,1537.0,1264.34,282,25-30 días,Norte,2025-02-24
PROD-2398,Accesorios,609.0,397.74,242,10,ZONA_FRANCA,2025-06-04
PROD-2399,Monitores,109.0,332.69,182,nan,Sur,2024-08-28
