Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS
FB-11342,TRX-17643,4,1,N/A,NO,0,55,82.6
FB-11343,TRX-16889,3,4,N/A,N/A,1,26,45.3
FB-11344,TRX-16721,5,4,Excelente,SI,1,67,88.5
FB-11345,TRX-17557,2,2,Precio justo,NO,No,78,23.5
FB-11346,TRX-10453,1,2,N/A,SI,1,78,75.9
FB-11347,TRX-19157,1,1,---,SI,Sí,40,54.6
FB-11348,TRX-10432,2,5,No volvería,Maybe,1,43,-51.0
FB-11349,TRX-16896,4,3,N/A,SI,No,20,50.0
FB-11350,TRX-11448,5,2,Lento,NO,1,83,21.9
FB-11351,TRX-12303,5,2,Excelente,Maybe,0,53,-66.0
FB-11352,TRX-14954,2,5,---,Maybe,1,62,-81.2
FB-11353,TRX-13975,5,4,---,SI,0,63,-26.7
FB-11354,TRX-19508,4,1,Lento,SI,1,82,17.1
FB-11355,TRX-18391,2,1,Precio justo,NO,Sí,52,11.3
FB-11356,TRX-16113,1,3,No volvería,N/A,Sí,33,-3.8
FB-11357,TRX-12085,1,5,N/A,Maybe,0,64,-4.2
FB-11358,TRX-18900,3,5,Excelente,Maybe,0,38,-96.7
FB-11359,TRX-19266,1,5,N/A,Maybe,No,26,-95.7
FB-11360,TRX-14806,5,4,---,SI,1,25,-18.4
FB-11361,TRX-10877,4,5,No volvería,N/A,No,64,3.0
FB-11362,TRX-16433,4,4,Dañado,NO,No,59,35.1
FB-11363,TRX-12063,3,1,---,NO,Sí,28,33.0
FB-11364,TRX-16601,5,4,No volvería,Maybe,No,74,97.0
FB-11365,TRX-10097,2,1,No volvería,SI,Sí,57,-21.6
FB-11366,TRX-17582,3,3,N/A,N/A,No,51,-74.7
FB-11367,TRX-18487,5,5,No volvería,NO,0,21,-39.8
FB-11368,TRX-17540,2,3,N/A,NO,No,67,53.3
FB-11369,TRX-10890,1,5,Excelente,SI,1,65,-51.2
FB-11370,TRX-11387,1,3,---,NO,Sí,24,63.5
FB-11371,TRX-10896,2,2,Excelente,Maybe,0,59,61.2
FB-11372,TRX-14426,3,2,Excelente,SI,1,82,-6.2
FB-11373,TRX-11753,2,4,Lento,Maybe,0,67,46.0
FB-11374,TRX-15463,5,3,N/A,Maybe,1,63,60.2
FB-11375,TRX-19737,2,5,Precio justo,N/A,Sí,59,45.3
FB-11376,TRX-11595,5,1,---,SI,0,41,-37.5
FB-11377,TRX-14760,5,4,Precio justo,NO,Sí,27,-66.0
FB-11378,TRX-19264,1,4,No volvería,Maybe,0,43,-76.2
FB-11379,TRX-17888,5,2,Lento,N/A,0,19,92.7
FB-11380,TRX-15428,4,3,Precio justo,NO,Sí,78,-81.1
FB-11381,TRX-10997,1,3,Excelente,NO,0,75,-11.8
FB-11382,TRX-11989,1,4,Dañado,NO,No,68,-79.7
FB-11383,TRX-19578,2,2,N/A,NO,1,63,59.0
FB-11384,TRX-18369,5,1,Dañado,N/A,1,20,10.6
FB-11385,TRX-10868,2,2,Precio justo,N/A,No,67,-64.9
FB-11386,TRX-13359,5,3,Lento,NO,1,53,91.9
FB-11387,TRX-18458,1,1,Precio justo,SI,0,69,69.7
FB-11388,TRX-12361,4,4,Excelente,N/A,0,61,-74.6
FB-11389,TRX-19208,1,1,Lento,NO,0,31,62.7
FB-11390,TRX-18115,3,4,Dañado,N/A,Sí,83,68.9
FB-11391,TRX-12234,2,2,N/A,N/A,0,66,54.4
FB-11392,TRX-13662,4,1,No volvería,NO,0,44,-29.8
FB-11393,TRX-12535,2,5,Excelente,Maybe,Sí,19,-48.7
FB-11394,TRX-14929,5,3,---,SI,0,64,5.0
FB-11395,TRX-15093,2,4,---,N/A,Sí,77,-5.2
FB-11396,TRX-10105,1,1,Lento,NO,Sí,27,16.7
FB-11397,TRX-17945,1,1,No volvería,NO,Sí,78,-16.4
FB-11398,TRX-13288,2,5,Excelente,Maybe,Sí,57,-57.9
FB-11399,TRX-11879,5,2,N/A,N/A,Sí,22,14.0
FB-11400,TRX-11100,5,5,N/A,SI,1,195,7.5
FB-11401,TRX-10000,4,1,Dañado,SI,1,31,81.7
FB-11402,TRX-12507,1,3,---,Maybe,0,84,27.0
FB-11403,TRX-19892,2,1,Lento,SI,No,40,53.9
FB-11404,TRX-11983,4,1,Precio justo,SI,0,82,-14.6
FB-11405,TRX-18516,3,1,Lento,NO,No,55,64.5
FB-11406,TRX-11587,4,5,Lento,Maybe,No,31,-38.1
FB-11407,TRX-14050,3,5,Excelente,N/A,No,36,95.6
FB-11408,TRX-13347,3,4,Precio justo,Maybe,0,26,63.1
FB-11409,TRX-11697,4,4,Dañado,SI,0,50,-99.1
FB-11410,TRX-17761,1,4,---,NO,No,50,63.6
FB-11411,TRX-10403,4,1,No volvería,N/A,0,62,7.6
FB-11412,TRX-18287,4,4,Dañado,SI,Sí,56,16.0
FB-11413,TRX-17271,1,4,Precio justo,NO,1,50,99.7
FB-11414,TRX-16401,1,2,N/A,SI,1,21,43.5
FB-11415,TRX-10911,1,5,No volvería,SI,1,43,-73.9
FB-11416,TRX-11995,1,4,Lento,Maybe,No,42,50.8
FB-11417,TRX-14913,1,5,---,SI,Sí,50,-60.1
FB-11418,TRX-16628,1,3,No volvería,N/A,1,35,87.0
FB-11419,TRX-17925,4,2,---,SI,Sí,46,-47.3
FB-11420,TRX-13015,2,3,Lento,Maybe,1,25,-7.7
FB-11421,TRX-13849,2,5,N/A,NO,Sí,66,62.6
FB-11422,TRX-18957,2,5,Precio justo,SI,0,83,92.8
FB-11423,TRX-14264,4,3,Dañado,SI,0,64,-68.6
FB-11424,TRX-17194,1,4,Excelente,Maybe,Sí,56,-86.2
FB-11425,TRX-12018,3,2,No volvería,NO,Sí,81,58.0
FB-11426,TRX-17083,1,5,Excelente,SI,No,29,72.5
FB-11427,TRX-12396,5,1,N/A,SI,Sí,53,20.4
FB-11428,TRX-10354,1,2,---,N/A,No,31,-65.8
FB-11429,TRX-13027,2,3,Excelente,Maybe,1,68,-68.6
FB-11430,TRX-12321,1,5,No volvería,NO,0,72,-7.9
FB-11431,TRX-13943,1,5,Excelente,SI,1,45,-61.2
FB-11432,TRX-12797,5,3,Excelente,Maybe,No,60,-30.6
FB-11433,TRX-18380,3,1,Excelente,Maybe,0,37,58.9
FB-11434,TRX-18956,3,1,Dañado,Maybe,1,30,-78.8
FB-11435,TRX-13282,2,5,Lento,NO,1,63,-39.3
FB-11436,TRX-17801,3,4,Dañado,Maybe,Sí,62,-20.7
FB-11437,TRX-17871,2,1,N/A,SI,0,47,-54.5
FB-11438,TRX-14751,4,1,N/A,SI,1,65,41.7
FB-11439,TRX-14742,5,4,Dañado,NO,Sí,34,-6.2
FB-11440,TRX-11638,1,1,N/A,SI,Sí,61,89.3
FB-11441,TRX-19646,5,4,Lento,NO,Sí,60,-32.0
FB-11442,TRX-18076,3,3,Lento,SI,No,81,85.1
FB-11443,TRX-16018,1,2,N/A,Maybe,No,18,13.7
FB-11444,TRX-14508,5,2,Excelente,SI,Sí,66,7.7
FB-11445,TRX-16409,5,3,---,Maybe,1,36,-53.0
FB-11446,TRX-16321,2,1,Dañado,NO,1,29,89.6
FB-11447,TRX-11758,4,2,No volvería,N/A,0,45,-36.3
FB-11448,TRX-17601,5,3,No volvería,Maybe,1,48,9.3
FB-11449,TRX-16830,1,2,Excelente,Maybe,Sí,77,87.9
FB-11450,TRX-16960,99,1,Dañado,N/A,0,70,70.1
FB-11451,TRX-12427,4,4,Excelente,N/A,0,70,-38.2
FB-11452,TRX-10458,4,3,Dañado,SI,1,28,61.0
FB-11453,TRX-14643,1,2,Excelente,NO,0,29,36.2
FB-11454,TRX-17488,4,1,---,SI,1,75,-93.3
FB-11455,TRX-11968,3,2,Lento,NO,Sí,64,-1.4
FB-11456,TRX-19244,4,1,No volvería,N/A,Sí,80,-15.5
FB-11457,TRX-16380,2,1,N/A,Maybe,1,26,31.8
FB-11458,TRX-10180,4,1,Excelente,NO,No,31,40.6
FB-11459,TRX-19511,5,1,Dañado,NO,Sí,84,40.9
FB-11460,TRX-14960,4,3,N/A,NO,No,24,-8.0
FB-11461,TRX-10558,2,4,N/A,N/A,1,23,89.5
FB-11462,TRX-17282,2,3,N/A,N/A,1,52,-85.8
FB-11463,TRX-10698,4,2,No volvería,SI,Sí,72,29.8
FB-11464,TRX-15811,3,3,Excelente,Maybe,Sí,45,-12.2
FB-11465,TRX-12282,4,3,Precio justo,Maybe,No,40,-53.5
FB-11466,TRX-17666,1,2,No volvería,SI,No,27,-72.7
FB-11467,TRX-17509,2,4,N/A,NO,0,71,-7.5
FB-11468,TRX-14536,4,3,Precio justo,N/A,Sí,79,-38.9
FB-11469,TRX-10149,3,1,Dañado,Maybe,Sí,32,-56.2
FB-11470,TRX-12593,3,3,Lento,Maybe,1,31,-92.7
FB-11471,TRX-15861,3,2,Lento,Maybe,1,28,-37.4
FB-11472,TRX-18202,5,4,---,NO,No,72,86.4
FB-11473,TRX-18244,5,3,Dañado,SI,Sí,35,7.7
FB-11474,TRX-13453,5,3,Precio justo,SI,No,43,-51.7
FB-11475,TRX-15715,1,2,N/A,Maybe,0,64,95.1
FB-11476,TRX-18602,1,5,Lento,NO,1,57,30.2
FB-11477,TRX-16399,4,5,---,N/A,1,60,1.4
FB-11478,TRX-18405,5,3,N/A,Maybe,Sí,82,86.7
FB-11479,TRX-11028,5,1,Lento,SI,Sí,20,56.2
FB-11480,TRX-12858,1,3,Precio justo,NO,Sí,36,6.5
FB-11481,TRX-12480,3,5,---,SI,Sí,28,-98.6
FB-11482,TRX-15764,3,3,Excelente,Maybe,Sí,70,-17.2
FB-11483,TRX-19226,2,1,Lento,N/A,0,31,59.9
FB-11484,TRX-15558,4,4,Lento,SI,1,61,-43.0
FB-11485,TRX-17528,4,3,Excelente,NO,0,68,-89.1
FB-11486,TRX-12294,5,2,Precio justo,N/A,0,49,21.6
FB-11487,TRX-14560,1,1,---,NO,No,60,79.9
FB-11488,TRX-14963,4,3,Precio justo,NO,Sí,50,97.8
FB-11489,TRX-16454,3,5,Excelente,SI,1,23,-77.1
FB-11490,TRX-11117,1,3,Lento,NO,Sí,47,92.4
FB-11491,TRX-17925,5,5,Excelente,SI,0,47,-23.3
FB-11492,TRX-16168,5,2,Dañado,NO,1,23,49.1
FB-11493,TRX-17729,4,4,N/A,SI,1,19,-59.2
FB-11494,TRX-19926,4,5,Excelente,SI,No,19,34.5
FB-11495,TRX-12955,2,3,N/A,N/A,No,27,34.3
FB-11496,TRX-19437,4,2,---,SI,No,78,-43.6
FB-11497,TRX-18306,4,1,No volvería,NO,Sí,18,-10.9
FB-11498,TRX-18608,3,3,---,SI,0,51,-17.1
FB-11499,TRX-14247,3,1,Precio justo,N/A,No,53,31.0
FB-11500,TRX-12120,1,5,Lento,NO,No,57,95.4
FB-11501,TRX-15309,4,2,Lento,N/A,Sí,37,14.0
FB-11502,TRX-19647,4,4,Dañado,Maybe,1,73,8.9
FB-11503,TRX-19514,5,3,Lento,NO,Sí,34,-32.4
FB-11504,TRX-15703,3,2,Dañado,Maybe,1,77,35.6
FB-11505,TRX-19576,5,2,Dañado,NO,Sí,56,69.2
FB-11506,TRX-16615,4,4,Precio justo,Maybe,No,22,-80.3
FB-11507,TRX-11107,3,5,Dañado,SI,0,82,-51.7
FB-11508,TRX-10736,4,4,Precio justo,Maybe,0,35,18.6
FB-11509,TRX-10483,2,4,N/A,N/A,Sí,79,-83.2
FB-11510,TRX-12607,5,4,---,N/A,No,31,-30.5
FB-11511,TRX-13796,3,1,N/A,Maybe,0,24,-4.1
FB-11512,TRX-11581,3,3,Dañado,SI,Sí,34,61.2
FB-11513,TRX-11740,4,4,N/A,Maybe,1,30,5.3
FB-11514,TRX-18182,4,3,Excelente,NO,No,41,-24.0
FB-11515,TRX-17805,1,4,---,NO,No,80,-70.5
FB-11516,TRX-15302,1,5,Precio justo,Maybe,No,29,-59.5
FB-11517,TRX-13793,5,5,No volvería,Maybe,0,35,3.6
FB-11518,TRX-13876,3,4,Excelente,NO,0,40,60.9
FB-11519,TRX-11727,4,2,Dañado,NO,No,39,-20.2
FB-11520,TRX-12850,5,3,No volvería,Maybe,0,42,-54.4
FB-11521,TRX-16292,3,5,Precio justo,SI,1,61,-24.2
FB-11522,TRX-16882,4,1,No volvería,SI,0,42,-88.9
FB-11523,TRX-11054,1,2,---,NO,0,38,6.2
FB-11524,TRX-11014,3,5,No volvería,N/A,No,46,-85.1
FB-11525,TRX-14103,4,2,Dañado,SI,No,77,70.0
FB-11526,TRX-11875,5,3,---,Maybe,Sí,25,52.6
FB-11527,TRX-10613,5,2,Excelente,NO,Sí,22,40.7
FB-11528,TRX-11194,2,1,---,SI,1,83,89.0
FB-11529,TRX-17234,3,2,No volvería,SI,1,69,77.8
FB-11530,TRX-16132,5,5,---,SI,Sí,40,-99.5
FB-11531,TRX-19937,3,1,---,N/A,0,19,55.8
FB-11532,TRX-10482,5,3,---,NO,Sí,66,17.1
FB-11533,TRX-12851,3,5,Excelente,Maybe,Sí,57,-12.9
FB-11534,TRX-15261,3,3,N/A,Maybe,1,78,-42.6
FB-11535,TRX-11763,3,4,No volvería,NO,1,48,-60.8
FB-11536,TRX-17364,2,5,Precio justo,N/A,0,24,76.5
FB-11537,TRX-16187,1,2,Dañado,SI,No,42,-27.4
FB-11538,TRX-12182,3,3,No volvería,N/A,No,75,-10.4
FB-11539,TRX-19400,1,2,Dañado,Maybe,Sí,78,42.6
FB-11540,TRX-19117,1,1,N/A,SI,0,31,57.2
FB-11541,TRX-13272,1,3,N/A,Maybe,No,23,25.1
FB-11542,TRX-13206,5,3,Excelente,Maybe,No,40,-16.1
FB-11543,TRX-14136,4,1,No volvería,Maybe,1,53,-87.2
FB-11544,TRX-18046,1,1,Precio justo,N/A,No,84,22.3
FB-11545,TRX-17168,3,1,Lento,SI,1,62,69.3
FB-11546,TRX-14687,4,1,Excelente,SI,No,61,-90.9
FB-11547,TRX-13694,5,4,---,N/A,1,26,-29.4
FB-11548,TRX-13296,2,3,Dañado,SI,0,29,-50.5
FB-11549,TRX-12655,1,4,Excelente,SI,0,82,8.1
FB-11550,TRX-17111,1,4,Precio justo,SI,Sí,73,-97.8
FB-11551,TRX-18659,5,2,N/A,N/A,1,38,76.5
FB-11552,TRX-13150,3,3,Dañado,NO,Sí,79,58.3
FB-11553,TRX-11409,3,3,Dañado,Maybe,1,38,-79.2
FB-11554,TRX-19537,4,3,---,Maybe,Sí,19,78.5
FB-11555,TRX-10397,4,3,Dañado,N/A,1,25,53.5
FB-11556,TRX-11576,3,1,Lento,NO,Sí,29,91.3
FB-11557,TRX-13334,2,5,---,Maybe,0,39,-48.3
FB-11558,TRX-10544,3,2,N/A,NO,0,66,71.0
FB-11559,TRX-12302,2,2,N/A,NO,No,26,-70.9
FB-11560,TRX-10085,5,1,Lento,N/A,Sí,61,39.3
FB-11561,TRX-15891,2,4,Dañado,NO,1,55,-85.6
FB-11562,TRX-16685,5,5,---,Maybe,0,20,42.8
FB-11563,TRX-19310,1,2,Lento,NO,Sí,19,-69.6
FB-11564,TRX-18955,3,4,Dañado,Maybe,0,20,47.0
FB-11565,TRX-11179,4,3,Precio justo,SI,Sí,32,-12.1
FB-11566,TRX-15582,1,5,Dañado,N/A,Sí,67,-73.1
FB-11567,TRX-13036,4,5,---,SI,0,43,14.3
FB-11568,TRX-18653,2,3,Lento,NO,No,25,-95.1
FB-11569,TRX-18129,3,2,Precio justo,NO,0,70,-52.6
FB-11570,TRX-13115,3,5,Precio justo,N/A,Sí,22,-41.5
FB-11571,TRX-13399,3,1,Lento,SI,Sí,63,98.4
FB-11572,TRX-19344,1,1,---,SI,Sí,56,58.9
FB-11573,TRX-17761,5,1,Dañado,SI,Sí,49,-37.6
FB-11574,TRX-18205,2,5,Lento,N/A,No,77,-27.0
FB-11575,TRX-15768,1,2,Excelente,NO,Sí,34,-12.3
FB-11576,TRX-15840,1,4,Lento,SI,0,40,57.8
FB-11577,TRX-19153,5,2,Precio justo,NO,1,74,36.2
FB-11578,TRX-12258,4,4,Dañado,NO,No,61,8.3
FB-11579,TRX-11100,4,5,No volvería,NO,Sí,62,-10.6
FB-11580,TRX-17190,3,3,Dañado,N/A,1,65,-49.1
FB-11581,TRX-17004,1,4,Precio justo,Maybe,1,32,-9.3
FB-11582,TRX-16162,5,4,N/A,N/A,No,55,55.3
FB-11583,TRX-11161,5,2,Dañado,NO,No,25,-10.5
FB-11584,TRX-19324,4,5,Precio justo,N/A,1,63,4.8
FB-11585,TRX-11280,5,2,No volvería,SI,Sí,56,-32.3
FB-11586,TRX-12083,4,5,---,SI,No,68,-2.9
FB-11587,TRX-18474,4,4,N/A,N/A,0,51,52.0
FB-11588,TRX-14886,1,3,N/A,NO,1,53,84.4
FB-11589,TRX-11653,2,5,Lento,Maybe,No,37,-0.8
FB-11590,TRX-11932,3,4,N/A,Maybe,No,30,-70.4
FB-11591,TRX-18170,2,3,Excelente,NO,Sí,61,54.9
FB-11592,TRX-13777,5,2,---,Maybe,0,62,51.8
FB-11593,TRX-10843,2,2,Dañado,NO,No,64,35.2
FB-11594,TRX-19854,2,5,No volvería,N/A,0,38,16.7
FB-11595,TRX-18856,4,5,Dañado,SI,1,40,-35.9
FB-11596,TRX-15421,1,5,Excelente,N/A,1,63,49.6
FB-11597,TRX-10369,5,2,Excelente,Maybe,1,20,96.8
FB-11598,TRX-13670,3,5,Excelente,NO,No,57,-6.2
FB-11599,TRX-14749,4,4,No volvería,Maybe,0,81,-67.4
FB-11600,TRX-14118,99,1,N/A,Maybe,0,195,-55.0
FB-11601,TRX-16396,3,1,Excelente,Maybe,No,67,-48.6
FB-11602,TRX-15863,1,5,Excelente,N/A,0,37,27.2
FB-11603,TRX-11113,2,4,N/A,N/A,1,56,53.4
FB-11604,TRX-12586,2,4,Excelente,SI,1,39,-30.1
FB-11605,TRX-14719,1,4,Excelente,N/A,No,63,46.3
FB-11606,TRX-11225,5,3,N/A,SI,Sí,49,-82.4
FB-11607,TRX-18755,4,4,No volvería,Maybe,Sí,43,79.4
FB-11608,TRX-19426,2,2,Dañado,SI,1,61,-86.5
FB-11609,TRX-13955,1,2,No volvería,SI,0,25,60.5
FB-11610,TRX-18482,4,4,N/A,N/A,No,78,42.1
FB-11611,TRX-18192,4,1,No volvería,N/A,0,28,29.1
FB-11612,TRX-15115,1,3,Excelente,Maybe,1,76,-87.8
FB-11613,TRX-16540,2,2,Lento,N/A,Sí,33,3.9
FB-11614,TRX-10928,5,2,N/A,N/A,1,27,-75.5
FB-11615,TRX-18944,2,2,Dañado,N/A,No,76,-12.1
FB-11616,TRX-11816,2,3,---,Maybe,No,70,-66.1
FB-11617,TRX-19548,2,4,Dañado,N/A,1,58,-69.1
FB-11618,TRX-17716,2,3,---,Maybe,0,22,14.5
FB-11619,TRX-14309,3,4,Lento,NO,1,20,-43.2
FB-11620,TRX-10491,1,5,---,SI,1,45,54.2
FB-11621,TRX-10528,5,2,Dañado,NO,0,41,-49.4
FB-11622,TRX-15538,5,1,N/A,NO,0,55,-32.8
FB-11623,TRX-16904,3,3,Excelente,NO,0,83,18.3
FB-11624,TRX-14274,5,3,Excelente,SI,0,79,-98.3
FB-11625,TRX-13285,3,2,Excelente,N/A,Sí,23,68.3
FB-11626,TRX-15481,3,2,Excelente,Maybe,No,36,-81.7
FB-11627,TRX-10973,5,1,Precio justo,N/A,Sí,35,-94.6
FB-11628,TRX-12282,5,1,Excelente,SI,1,79,54.6
FB-11629,TRX-13346,2,2,Precio justo,Maybe,0,55,59.9
FB-11630,TRX-18963,3,4,N/A,NO,No,56,27.4
FB-11631,TRX-15400,4,2,Dañado,NO,0,37,66.3
FB-11632,TRX-11021,1,1,Dañado,NO,0,73,83.5
FB-11633,TRX-13860,2,2,Precio justo,N/A,Sí,72,-55.1
FB-11634,TRX-18086,3,1,Dañado,N/A,1,19,-10.1
FB-11635,TRX-11194,2,5,No volvería,NO,1,33,-19.0
FB-11636,TRX-19238,2,4,Lento,NO,1,24,-66.3
FB-11637,TRX-19994,1,1,No volvería,Maybe,0,77,-46.9
FB-11638,TRX-10579,5,3,Precio justo,NO,No,47,-18.2
FB-11639,TRX-15666,5,3,Lento,NO,Sí,52,-79.7
FB-11640,TRX-11159,1,4,N/A,Maybe,0,56,51.4
FB-11641,TRX-16819,2,4,Precio justo,SI,0,60,21.8
FB-11642,TRX-19800,3,3,Excelente,N/A,Sí,33,84.6
FB-11643,TRX-11320,5,5,Lento,NO,1,33,-93.8
FB-11644,TRX-19034,4,5,Precio justo,Maybe,Sí,41,30.1
FB-11645,TRX-17844,3,1,Excelente,N/A,0,31,57.0
FB-11646,TRX-12121,2,4,Dañado,NO,No,33,2.1
FB-11647,TRX-14432,4,3,Precio justo,Maybe,0,49,93.2
FB-11648,TRX-10683,3,4,N/A,SI,Sí,69,-92.3
FB-11649,TRX-11704,1,3,Lento,N/A,Sí,19,4.9
FB-11650,TRX-10583,4,3,Dañado,NO,Sí,49,-37.4
FB-11651,TRX-18136,2,1,Precio justo,NO,1,60,94.7
FB-11652,TRX-18316,4,4,Precio justo,SI,1,35,91.4
FB-11653,TRX-13690,1,5,Dañado,N/A,Sí,59,-80.6
FB-11654,TRX-15738,5,4,N/A,N/A,No,80,-21.4
FB-11655,TRX-17069,5,3,---,SI,Sí,26,-55.9
FB-11656,TRX-17824,5,5,---,SI,0,26,66.0
FB-11657,TRX-14971,1,3,N/A,N/A,Sí,34,82.4
FB-11658,TRX-13731,3,4,Excelente,Maybe,1,22,77.1
FB-11659,TRX-10351,1,3,Lento,NO,Sí,31,-28.6
FB-11660,TRX-10906,4,2,N/A,N/A,Sí,41,-39.6
FB-11661,TRX-10431,3,5,Excelente,Maybe,Sí,48,35.3
FB-11662,TRX-13214,5,1,---,SI,0,80,86.2
FB-11663,TRX-18752,1,2,Lento,NO,1,43,-87.7
FB-11664,TRX-19963,2,3,---,SI,No,34,-88.5
FB-11665,TRX-16215,5,4,Dañado,SI,Sí,21,-19.3
FB-11666,TRX-10296,2,3,Excelente,Maybe,0,24,-16.3
FB-11667,TRX-19052,3,1,N/A,Maybe,Sí,20,-1.4
FB-11668,TRX-17899,5,4,No volvería,N/A,1,58,-0.1
FB-11669,TRX-10854,1,5,No volvería,N/A,0,38,-7.2
FB-11670,TRX-16342,2,5,Precio justo,NO,0,77,56.5
FB-11671,TRX-16180,1,3,Excelente,Maybe,0,61,53.0
FB-11672,TRX-12051,5,2,N/A,NO,1,55,50.1
FB-11673,TRX-17040,1,4,Precio justo,N/A,No,40,-34.7
FB-11674,TRX-16993,5,2,N/A,SI,Sí,78,-96.3
FB-11675,TRX-19003,4,3,Excelente,NO,0,38,64.5
FB-11676,TRX-12257,1,4,Lento,N/A,1,20,85.4
FB-11677,TRX-11893,4,5,Lento,SI,0,65,14.8
FB-11678,TRX-17175,2,5,Dañado,N/A,No,28,-75.9
FB-11679,TRX-11933,1,3,---,N/A,0,30,-68.4
FB-11680,TRX-16024,1,4,No volvería,Maybe,0,26,71.4
FB-11681,TRX-15763,2,3,No volvería,SI,No,68,32.6
FB-11682,TRX-13172,1,5,Dañado,Maybe,1,83,-50.8
FB-11683,TRX-15621,5,1,Dañado,N/A,1,40,-62.7
FB-11684,TRX-17152,4,2,Dañado,N/A,Sí,51,-41.6
FB-11685,TRX-10949,3,3,N/A,NO,0,84,-38.4
FB-11686,TRX-13902,5,1,Dañado,N/A,Sí,43,63.5
FB-11687,TRX-13801,3,5,Excelente,NO,Sí,78,79.4
FB-11688,TRX-11507,2,3,Dañado,NO,0,82,-49.7
FB-11689,TRX-19643,2,5,Precio justo,SI,0,29,-61.6
FB-11690,TRX-10164,1,5,---,Maybe,No,22,10.6
FB-11691,TRX-13721,5,3,Dañado,NO,Sí,77,13.5
FB-11692,TRX-16767,3,1,Excelente,N/A,0,68,-54.6
FB-11693,TRX-18785,4,3,No volvería,N/A,No,69,63.6
FB-11694,TRX-19306,5,5,No volvería,SI,0,72,84.0
FB-11695,TRX-10750,2,4,No volvería,SI,Sí,64,-83.7
FB-11696,TRX-10244,5,5,---,SI,0,45,51.9
FB-11697,TRX-14094,4,3,Excelente,NO,0,60,0.3
FB-11698,TRX-10931,5,1,---,SI,1,74,-60.9
FB-11699,TRX-11255,1,5,Dañado,N/A,No,52,-14.2
FB-11700,TRX-10928,4,1,Lento,Maybe,0,35,1.2
FB-11701,TRX-12076,3,1,No volvería,N/A,1,66,17.2
FB-11702,TRX-17185,2,2,No volvería,Maybe,0,21,-93.2
FB-11703,TRX-12958,5,1,Lento,N/A,Sí,45,39.3
FB-11704,TRX-14630,4,5,Dañado,NO,Sí,81,1.7
FB-11705,TRX-10716,1,5,No volvería,SI,1,24,28.0
FB-11706,TRX-15146,1,3,Dañado,N/A,0,29,70.0
FB-11707,TRX-15728,3,3,Precio justo,N/A,1,59,13.1
FB-11708,TRX-19869,2,1,Lento,N/A,0,55,79.1
FB-11709,TRX-14001,1,4,Excelente,NO,No,35,58.6
FB-11710,TRX-14790,2,5,---,SI,No,45,25.9
FB-11711,TRX-12125,4,1,Dañado,NO,0,81,16.3
FB-11712,TRX-19930,5,3,Lento,N/A,0,55,-13.6
FB-11713,TRX-16517,3,5,---,NO,No,76,75.9
FB-11714,TRX-17843,1,2,Lento,Maybe,1,49,-17.3
FB-11715,TRX-12005,5,3,Lento,SI,No,67,-95.8
FB-11716,TRX-11258,1,2,N/A,Maybe,1,20,-93.2
FB-11717,TRX-11251,3,5,Excelente,N/A,1,72,85.1
FB-11718,TRX-14099,1,4,N/A,Maybe,No,36,-76.2
FB-11719,TRX-18907,3,1,No volvería,N/A,No,35,57.4
FB-11720,TRX-13372,5,1,---,SI,Sí,47,70.0
FB-11721,TRX-18108,4,4,Precio justo,NO,1,69,10.3
FB-11722,TRX-15848,3,1,No volvería,SI,No,46,68.0
FB-11723,TRX-13609,4,1,Dañado,SI,No,34,-78.7
FB-11724,TRX-17266,2,2,Lento,Maybe,0,36,99.8
FB-11725,TRX-14959,5,1,No volvería,Maybe,1,73,19.4
FB-11726,TRX-16011,3,2,Excelente,N/A,Sí,31,70.6
FB-11727,TRX-19034,5,1,Excelente,SI,No,33,-45.4
FB-11728,TRX-14795,4,1,N/A,N/A,Sí,80,-37.7
FB-11729,TRX-14001,4,3,N/A,SI,Sí,35,-69.3
FB-11730,TRX-18631,5,4,Precio justo,NO,1,57,43.3
FB-11731,TRX-14383,5,3,No volvería,Maybe,Sí,30,-95.3
FB-11732,TRX-15224,4,1,N/A,Maybe,No,81,-78.4
FB-11733,TRX-18870,5,2,N/A,N/A,Sí,66,-65.4
FB-11734,TRX-18248,4,1,Excelente,Maybe,No,41,38.2
FB-11735,TRX-11710,2,5,N/A,SI,Sí,44,30.9
FB-11736,TRX-10884,4,5,---,SI,Sí,60,24.3
FB-11737,TRX-15679,1,5,Excelente,NO,Sí,27,-17.5
FB-11738,TRX-16731,4,5,N/A,Maybe,1,30,86.9
FB-11739,TRX-17966,2,1,Precio justo,Maybe,Sí,78,92.6
FB-11740,TRX-14583,4,5,Dañado,NO,1,39,-26.1
FB-11741,TRX-11285,5,4,No volvería,NO,0,71,5.2
FB-11742,TRX-13335,2,1,Dañado,N/A,1,23,38.9
FB-11743,TRX-12246,3,3,Lento,N/A,1,67,-46.4
FB-11744,TRX-18535,4,1,---,NO,Sí,38,52.6
FB-11745,TRX-13777,5,2,Dañado,Maybe,Sí,61,53.9
FB-11746,TRX-14996,3,4,Excelente,Maybe,No,24,0.2
FB-11747,TRX-19059,3,1,Excelente,Maybe,No,52,-16.9
FB-11748,TRX-13453,3,3,---,Maybe,No,81,28.2
